,times,p_values,stat_values
0,0.002753734588623047,0.0,9.232718557133671
1,0.004723072052001953,6.518119377574294e-13,7.093928802348818
2,0.006453037261962891,0.0,9.670010507267065
3,0.005912065505981445,0.0,8.310239225059215
4,0.005466938018798828,0.0,11.083425618573404
5,0.0043010711669921875,2.6485924564667584e-11,6.562334524860371
6,0.002794027328491211,4.440892098500626e-16,8.045375304816027
7,0.004059791564941406,3.5464964298626e-12,6.855770116267747
8,0.007361173629760742,0.0,9.35065337027403
9,0.004153013229370117,2.5868196473766147e-14,7.527587903851321
10,0.0048449039459228516,4.296563105299356e-14,7.460909066086171
11,0.0036993026733398438,4.6629367034256575e-15,7.748088864905145
12,0.0030410289764404297,1.1077139205895037e-11,6.691071461191222
13,0.007206916809082031,2.9753977059954195e-14,7.509188008332144
14,0.005197763442993164,1.4732659536775827e-13,7.296852255171025
15,0.004910945892333984,0.0,8.644149437383309
16,0.00570225715637207,0.0,9.063363057385072
17,0.002557039260864258,1.1102230246251565e-16,8.265331023714719
18,0.0023229122161865234,2.220446049250313e-15,7.844241513312765
19,0.0046079158782958984,0.0,8.923880298730925
20,0.0040798187255859375,6.17284001691587e-14,7.412995948288279
21,0.003245115280151367,0.0,10.67237254865977
22,0.004323720932006836,0.0,10.251061826765408
23,0.00957798957824707,5.613333131648801e-10,6.090915711551287
24,0.004773855209350586,2.6645352591003757e-15,7.817706112696281
25,0.0031807422637939453,0.0,9.972306624285192
26,0.0025959014892578125,1.7449020006665705e-09,5.906722716025806
27,0.0034360885620117188,0.0,8.40648185782577
28,0.0039098262786865234,8.113509863960644e-13,7.063578527699959
29,0.0022640228271484375,0.0,8.358654726490274
30,0.004728078842163086,8.992806499463768e-15,7.664143595955549
31,0.010875940322875977,0.0,9.136614888549559
32,0.0052490234375,3.483879851273741e-13,7.1800820788016475
33,0.003997802734375,0.0,9.198015447516154
34,0.004590034484863281,0.0,8.32865821238818
35,0.002340078353881836,1.0436096431476471e-14,7.644666451001139
36,0.002796173095703125,1.2929257664495708e-10,6.32176934659916
37,0.0056459903717041016,7.286405923068173e-10,6.049021615704714
38,0.004496097564697266,0.0,9.285163855543349
39,0.006464719772338867,3.6681222503887057e-09,5.783040377494692
40,0.00596308708190918,0.0,10.402209333677222
41,0.004656791687011719,8.881784197001252e-15,7.666337935356521
42,0.006193876266479492,7.782663402622347e-14,7.3822287800572095
43,0.002663850784301758,6.661338147750939e-16,7.989059090721466
44,0.00982809066772461,0.0,13.13508189913402
45,0.002724885940551758,4.39648317751562e-14,7.457711649904937
46,0.004052877426147461,3.2018832030189515e-13,7.191594848857023
47,0.004981040954589844,0.0,8.733557706914514
48,0.004544973373413086,0.0,9.112281908612546
49,0.00514984130859375,0.0,8.932037040874173
50,0.0051538944244384766,2.220446049250313e-16,8.117083619596253
51,0.006834983825683594,7.199298934779108e-10,6.050959118419083
52,0.002592802047729492,0.0,8.465967505706042
53,0.003017902374267578,0.0,9.27514830716304
54,0.0022797584533691406,9.325873406851315e-15,7.659810740691543
55,0.0045702457427978516,2.4334908865775162e-08,5.456102818699152
56,0.005712032318115234,1.1102230246251565e-15,7.930050495021057
57,0.004235982894897461,2.798613563115282e-10,6.201374114568139
