ips_estimator,slate_estimator,Direct,doubly robust estimator,cmebis,dr_bis,actual_value,null_reward,ips_estimator_square_error,slate_estimator_square_error,Direct_square_error,doubly robust estimator_square_error,cmebis_square_error,dr_bis_square_error,num_items
0.9655390370817376,0.9032878020233847671,0.35997337,0.4637622892214961,0.7189756056020269,0.7189756112791851,0.85889,0.391,0.011374017110461834,0.0019711648245076666443,0.24891780266388616,0.15612590782506106,0.019576037759751582,0.019576036171119315,40
0.9772552334781168,1.5344470566735985972,0.39758933,0.4627010194162504,0.5491437997528199,0.549143811637877,0.86006,0.354,0.013734722749990304,0.4547979022088794454,0.213879124398026,0.1578941594505567,0.09666888357614462,0.0966688761856312,40
0.8300044049253764,1.3001535992668891151,0.38453808,0.43939242960377656,0.830501731713427,0.8305017317134386,0.85936,0.381,0.0008617509621852652,0.19429899715465878685,0.22545585165886528,0.1763727601845069,0.0008327996484998254,0.000832799648499159,40
0.35882046782167093,6.708752027142266705,0.34732002,0.4092844460870244,0.552740894276496,0.5527408903092954,0.86019,0.351,0.25137140779671663,34.205677785330465213,0.2630356161812607,0.20331581854956735,0.09452495261018236,0.09452495504960691,40
0.6831048243070659,0.42570747125963193103,0.38453108,0.40483816171774895,0.6055343128207837,0.605534313875816,0.86137,0.339,0.03177847286483266,0.18980183894845201187,0.2273753549374396,0.2084213193653714,0.06545189883446179,0.06545189829463197,40
0.6234861920398098,0.8675313395949479922,0.35970613,0.41558392011854334,0.6277964213525621,0.6277964234810334,0.86089,0.355,0.05636056803399888,4.4107391615424099563e-05,0.2511852679355938,0.1982975047793903,0.054332616406669344,0.054332615414403373,40
0.7757071283690875,1.0885525443498031972,0.34531716,0.3123034448671536,0.6466972952271561,0.6466972952271713,0.85916,0.385,0.006964381783445565,0.052620939403276410784,0.2640344692315385,0.29905209189176385,0.04514040091939263,0.04514040091938616,40
0.7637744263415837,1.2426093666529614001,0.44312984,0.4498882191015164,0.6193428539229401,0.6193428601759755,0.86186,0.406,0.00962077975990061,0.1449700802066312133,0.17533494897641452,0.16972074825666816,0.058814566141362,0.05881456310842543,40
0.5497673752818494,3.2060721942032688325,0.3339348,0.4099997962443721,0.6262939066041633,0.6262939071815851,0.85978,0.377,0.09610782748463688,5.5050870605791892842,0.27651315991505493,0.20230223169045414,0.05451575580924938,0.05451575553960947,40
0.4116722071113078,0.72520008471937835726,0.3651955,0.3281480212287689,0.6464453050759075,0.6464453050759056,0.85797,0.349,0.199181719937318,0.017627850403623444159,0.24282669526320622,0.28071132918906283,0.044742696562730416,0.04474269656273122,40
0.8203789798881356,0.90293584014421279793,0.34867105,0.3378278794057909,0.6919725927708951,0.6919725927709081,0.86114,0.38,0.0016614607605598176,0.0017468922533605893421,0.26262442586241896,0.27385557556080803,0.02861761166861783,0.028617611668613433,40
0.4872284804748725,0.818465845726286112,0.33204633,0.3505246594857998,0.6838538046050587,0.6838538046050555,0.86102,0.363,0.13972010006890379,0.0018108560459510461473,0.279813143579582,0.26060549268670924,0.03138786079071851,0.03138786079071965,40
0.8049093480244496,1.8174187208178584907,0.33906198,0.33765674787819067,0.517019857062849,0.5170198627914776,0.86081,0.343,0.0031248828912916055,0.9151002447447796895,0.27222100109143454,0.2736893252056254,0.11819166238074667,0.11819165844185463,40
0.36415493690859757,1.1353026276837547837,0.40578502,0.37625689530135636,0.6319623530285725,0.6319623530285778,0.85865,0.352,0.24452536742177008,0.076536676404326195455,0.20508668633703236,0.2327031074607966,0.05138728928944255,0.051387289289440134,40
0.6150170166607268,0.6084753287014793566,0.41878152,0.3245880774027892,0.5584941675764211,0.5584941692329254,0.8585,0.357,0.05928396317579279,0.06251233625793332915,0.1933523425890931,0.2850619410914501,0.09000349948816452,0.09000349849424263,40
0.5380275196402484,1.3760575987941845444,0.34576765,0.40324849347998215,0.5728606576275324,0.5728606561502306,0.86012,0.377,0.10374356590429695,0.2661916058495090165,0.2645583430078644,0.2087315734698707,0.08251792978026258,0.08251793062900004,40
0.7564963394335993,0.7367309295435996441,0.3190599,0.3797838653082993,0.57961797466284,0.5796179791141437,0.86016,0.37,0.01074615452202595,0.015234735433731058998,0.29278930914030155,0.23076123078133903,0.07870382798027573,0.07870382548272026,40
0.5740941792333706,1.2124990727761189024,0.314411,0.420488713168412,0.570723914235205,0.5707239143356208,0.85976,0.366,0.08160496115427203,0.12442485346295613369,0.2974055161838777,0.1929592634346792,0.08354185887423393,0.08354185881618637,40
0.7964050269922064,0.4536100024466111491,0.35262,0.4240474757691394,0.713271716212459,0.7132717162124697,0.86306,0.369,0.004442885426669702,0.16764930049647019938,0.26054898787530834,0.19273199643155198,0.022436529960016934,0.022436529960013742,40
0.5366090129985959,0.5996174153580637878,0.36129254,0.37303609806131144,0.6072191578769162,0.6072191578769203,0.86118,0.358,0.10534632560306562,0.068414985684569995517,0.24988747163841363,0.23828446899992795,0.06449610933186589,0.0644961093318638,40
0.7395256626657603,1.0064608001750241506,0.42736194,0.4602968021499452,0.742812007493932,0.7428120074939462,0.86132,0.397,0.01483386060668658,0.021065851875446323094,0.18831960185123484,0.1608196052138842,0.014044144287818276,0.014044144287814907,40
0.4504237552734101,1.6071849864911609274,0.3258872,0.3989467341237545,0.5508294621767796,0.5508294630039333,0.8613,0.344,0.16881928848062455,0.5563444130729192638,0.28666686295947297,0.21377054246643015,0.09639195485623968,0.09639195434262599,40
0.7651879108751015,1.078372804452069289,0.3645016,0.45424622361254224,0.7233137548723314,0.7233137548723496,0.86037,0.379,0.009059630090180112,0.0475252227489671511,0.24588547458422053,0.16493652174720977,0.018784414328495574,0.01878441432849058,40
0.7287663866878052,1.1452131863366448172,0.41453612,0.4277946048900083,0.5920778930399483,0.5920778975699743,0.86333,0.391,0.018107366027633888,0.07945813073929965109,0.20141594806520716,0.1896910803936166,0.07357770553026735,0.07357770307270917,40
0.7529914597970361,0.76985849475644196893,0.4306324,0.4068731579524184,0.604846664437971,0.6048466679516571,0.86088,0.385,0.011639937107126557,0.008284914416803053003,0.18511298660668613,0.20612221262601768,0.06555306891901855,0.065553067119777,40
0.6683306059250749,0.45822501950552507743,0.40990943,0.3800985037493542,0.594749641280059,0.5947496461222896,0.86123,0.363,0.03721017623447328,0.1624130143033521434,0.2036902594632234,0.23148751668438522,0.07101178158350845,0.07101177900278977,40
0.4006649651749562,1.0051198412508282054,0.38187432,0.4030257081004426,0.5687234998072013,0.5687234981089733,0.86069,0.382,0.21162303266578272,0.020859979043739422522,0.2292644526451247,0.20945660407992325,0.08524443723483151,0.0852444382264829,40
0.5523647321229455,0.41990519942656578944,0.3711158,0.38824925289123835,0.542925572773197,0.5429255750671708,0.861,0.363,0.09525572857754121,0.19456462309291766566,0.23998652576630566,0.2234932688918923,0.10117134125565881,0.10117133979635001,40
0.6305931733018203,1.166471883150512534,0.39414367,0.3787146647228996,0.5799949195147617,0.5799949225023394,0.85919,0.372,0.05225650917647761,0.094422155712525199234,0.21626808830486136,0.23085654780964204,0.07794989296715871,0.0779498912989247,40
0.8873780818131324,0.8301079806707443165,0.3735249,0.3413771183839075,0.6120247615738809,0.6120247615739172,0.86163,0.371,0.0006629637170557581,0.0009936377025939679367,0.2382465844960442,0.270663060829848,0.062302775049759784,0.06230277504974166,40
