Estimator,MSE,Observation Size
ips_estimator,0.03870788306209288,1000
Direct,0.1747954223145008,1000
doubly robust estimator,0.12942676480248733,1000
cmebis,0.052462993250351454,1000
dr_bis,0.04703363288256412,1000
ips_estimator,0.00014817956862677898,1000
Direct,0.17292117150471975,1000
doubly robust estimator,0.13712067184933074,1000
cmebis,0.054629997021541914,1000
dr_bis,0.04970998544169967,1000
ips_estimator,0.052353242146183025,1000
Direct,0.10846908371601993,1000
doubly robust estimator,0.11083647045418911,1000
cmebis,0.019723684336700388,1000
dr_bis,0.01972413562565623,1000
ips_estimator,0.06214217996297295,1000
Direct,0.12545883429826768,1000
doubly robust estimator,0.13424803523547724,1000
cmebis,0.011490052107469027,1000
dr_bis,0.01144032179915866,1000
ips_estimator,0.10282817144933887,1000
Direct,0.18925665134691655,1000
doubly robust estimator,0.10874205678788544,1000
cmebis,0.0559038003288265,1000
dr_bis,0.05448886393384354,1000
ips_estimator,0.016006994983326472,1000
Direct,0.18391293466660896,1000
doubly robust estimator,0.13384984305880923,1000
cmebis,0.07418538575373068,1000
dr_bis,0.07418423781646362,1000
ips_estimator,0.041323212513160214,1000
Direct,0.15193994227564805,1000
doubly robust estimator,0.15729435039411496,1000
cmebis,0.05772679956970651,1000
dr_bis,0.05452854940843888,1000
ips_estimator,0.011579254966580368,1000
Direct,0.15518082861047558,1000
doubly robust estimator,0.17637206172439582,1000
cmebis,0.04305369228024623,1000
dr_bis,0.04037825050427181,1000
ips_estimator,0.01630245963516317,1000
Direct,0.1592752793073496,1000
doubly robust estimator,0.15045377550796976,1000
cmebis,0.06880536793244117,1000
dr_bis,0.06527333384254076,1000
ips_estimator,0.013851554009247147,1000
Direct,0.14601442905588158,1000
doubly robust estimator,0.08850160245884393,1000
cmebis,0.016871909496646506,1000
dr_bis,0.016690852870019455,1000
ips_estimator,0.01233667936108783,1000
Direct,0.1581378211982146,1000
doubly robust estimator,0.1037055960790071,1000
cmebis,0.016845377208724806,1000
dr_bis,0.016844615832148226,1000
ips_estimator,0.13551188128834488,1000
Direct,0.134059588067834,1000
doubly robust estimator,0.13108518765215266,1000
cmebis,0.0764828902006009,1000
dr_bis,0.0761264166837198,1000
ips_estimator,0.07780422336615499,1000
Direct,0.2023058012195216,1000
doubly robust estimator,0.16604995974061837,1000
cmebis,0.05266475864865851,1000
dr_bis,0.05266441411805955,1000
ips_estimator,0.01576708298522348,1000
Direct,0.12471001979388184,1000
doubly robust estimator,0.11811639931782404,1000
cmebis,0.005604582003995019,1000
dr_bis,0.005604254001104833,1000
ips_estimator,0.0003794344568346501,1000
Direct,0.14522438713391442,1000
doubly robust estimator,0.1527011658738396,1000
cmebis,0.015264580070794481,1000
dr_bis,0.015263911609267898,1000
ips_estimator,0.06190400460562758,1000
Direct,0.19206290493372333,1000
doubly robust estimator,0.1566487057048204,1000
cmebis,0.030346216727829646,1000
dr_bis,0.030346765585976293,1000
ips_estimator,0.01986234937746475,1000
Direct,0.13031626624209977,1000
doubly robust estimator,0.13208591169309367,1000
cmebis,0.00354747568724465,1000
dr_bis,0.003546890633997778,1000
ips_estimator,0.09027620843863715,1000
Direct,0.1304362802795752,1000
doubly robust estimator,0.1448509838420573,1000
cmebis,0.026507594976558968,1000
dr_bis,0.026507948548577385,1000
ips_estimator,0.09262980265884084,1000
Direct,0.14239562159376265,1000
doubly robust estimator,0.14414862368959244,1000
cmebis,0.030738577482031827,1000
dr_bis,0.030738765010628288,1000
ips_estimator,0.021412938159549307,1000
Direct,0.14780462787870716,1000
doubly robust estimator,0.11574516667554156,1000
cmebis,0.028731408092988308,1000
dr_bis,0.027543688907702448,1000
ips_estimator,0.16898854436385205,1000
Direct,0.17406344068924495,1000
doubly robust estimator,0.1782729380057533,1000
cmebis,0.0384425692831255,1000
dr_bis,0.03881394235116365,1000
ips_estimator,0.044308666693329134,1000
Direct,0.1236509597983791,1000
doubly robust estimator,0.1371273831259073,1000
cmebis,0.0033082696210911776,1000
dr_bis,0.003308258018445236,1000
ips_estimator,0.004755614517911336,1000
Direct,0.16926550324450967,1000
doubly robust estimator,0.10574932948342118,1000
cmebis,0.045919690780904465,1000
dr_bis,0.039179932276885675,1000
ips_estimator,0.0064657285721034475,1000
Direct,0.1787282443363523,1000
doubly robust estimator,0.12446138629162781,1000
cmebis,0.05877754384189227,1000
dr_bis,0.05219407888649327,1000
ips_estimator,0.01862857215242383,1000
Direct,0.15013185670509102,1000
doubly robust estimator,0.12445409676332483,1000
cmebis,0.08967235740457437,1000
dr_bis,0.08471092148539491,1000
ips_estimator,0.07400820895241808,1000
Direct,0.13951495816441742,1000
doubly robust estimator,0.11378915418672672,1000
cmebis,0.049876264709411366,1000
dr_bis,0.0491685415607878,1000
ips_estimator,0.034726012299127765,1000
Direct,0.1919851645180539,1000
doubly robust estimator,0.12863822613213557,1000
cmebis,0.059125775377706365,1000
dr_bis,0.05713114155357621,1000
ips_estimator,0.08586572695631836,1000
Direct,0.12710587661979486,1000
doubly robust estimator,0.14361630005061296,1000
cmebis,0.05584540491850685,1000
dr_bis,0.0559219619893547,1000
ips_estimator,0.0940161710018449,1000
Direct,0.1941264669695655,1000
doubly robust estimator,0.20530362422521287,1000
cmebis,0.08084399800585974,1000
dr_bis,0.08330746355460984,1000
ips_estimator,0.003448289539050225,1000
Direct,0.13980036943799481,1000
doubly robust estimator,0.09828018825450387,1000
cmebis,0.03377825183190968,1000
dr_bis,0.029857841591458593,1000
