Estimator,MSE,context_dim
Direct,0.2584531385889715,20
doubly robust estimator,0.27653804425799927,20
cmebis,0.1475394390942799,20
dr_bis,0.14562110419172042,20
ips_estimator,0.16826159412392652,20
Direct,0.28848798589511593,20
doubly robust estimator,0.3693994451756544,20
cmebis,0.1685046509424185,20
dr_bis,0.1672854401326139,20
ips_estimator,0.0037087697672729793,20
Direct,0.2440218884219353,20
doubly robust estimator,0.2805284614159669,20
cmebis,0.131682696667848,20
dr_bis,0.12560095357920317,20
ips_estimator,0.14341833771438245,20
Direct,0.3577734311369023,20
doubly robust estimator,0.2906782441863032,20
cmebis,0.07706251121846512,20
dr_bis,0.07706236899446854,20
ips_estimator,0.1354066709207375,20
Direct,0.3304501590195383,20
doubly robust estimator,0.2998971609898731,20
cmebis,0.15905227417763895,20
dr_bis,0.15822735143380445,20
ips_estimator,2.4386952010533906e-05,20
Direct,0.32840917754932347,20
doubly robust estimator,0.2590935950411638,20
cmebis,0.04129806923328555,20
dr_bis,0.04129664512683683,20
ips_estimator,0.00020156922366626126,20
Direct,0.32802466321423646,20
doubly robust estimator,0.26449009487397407,20
cmebis,0.08059921038493734,20
dr_bis,0.08059874972182918,20
ips_estimator,0.004494065379022931,20
Direct,0.23636636657787255,20
doubly robust estimator,0.3450386922721527,20
cmebis,0.14271838903827502,20
dr_bis,0.1361996553873618,20
ips_estimator,0.03321895487734542,20
Direct,0.303716578352513,20
doubly robust estimator,0.2862589797888783,20
cmebis,0.16150003198803428,20
dr_bis,0.15792773157223242,20
ips_estimator,0.016968700897257428,20
Direct,0.3465147244294088,20
doubly robust estimator,0.32308532151088676,20
cmebis,0.1728866947668381,20
dr_bis,0.1674246129293367,20
ips_estimator,0.003111100976356027,20
Direct,0.37508142783622245,20
doubly robust estimator,0.288462693698772,20
cmebis,0.17025725724781304,20
dr_bis,0.1638045348360635,20
ips_estimator,0.012205764138000445,25
Direct,0.41333071208887373,25
doubly robust estimator,0.357920902472543,25
cmebis,0.13295217716346872,25
dr_bis,0.1329520736711437,25
ips_estimator,0.11607111303249171,25
Direct,0.37398971358725874,25
doubly robust estimator,0.3064020875654768,25
cmebis,0.19372321149608154,25
dr_bis,0.19237752408105774,25
ips_estimator,0.0012312449531706484,25
Direct,0.3933607286769482,25
doubly robust estimator,0.3504657295635924,25
cmebis,0.11206349278167399,25
dr_bis,0.11206337997874037,25
ips_estimator,0.015095194002307822,25
Direct,0.40433793040655136,25
doubly robust estimator,0.33375153201885693,25
cmebis,0.192448712021701,25
dr_bis,0.1878774383918779,25
ips_estimator,0.13168889240315648,25
Direct,0.3036007251768734,25
doubly robust estimator,0.32379646978197507,25
cmebis,0.10873365916562427,25
dr_bis,0.10873346386135635,25
ips_estimator,0.044507958190056734,25
Direct,0.42243648057324007,25
doubly robust estimator,0.36369663585463224,25
cmebis,0.14875773576732867,25
dr_bis,0.14875774738933792,25
ips_estimator,0.0401647102194447,25
Direct,0.4108281143236607,25
doubly robust estimator,0.34204866339769036,25
cmebis,0.20622052430539772,25
dr_bis,0.20496499637045976,25
ips_estimator,0.2173359325968798,25
Direct,0.39765893141479386,25
doubly robust estimator,0.34512763592142265,25
cmebis,0.12717766191798616,25
dr_bis,0.12717756943498415,25
ips_estimator,0.2273516262285898,25
Direct,0.3911967911111721,25
doubly robust estimator,0.32966051262930723,25
cmebis,0.10216739693901188,25
dr_bis,0.1021672763003109,25
ips_estimator,0.5408715412522834,25
Direct,0.34001390676480486,25
doubly robust estimator,0.3718284710967589,25
cmebis,0.10994748831162579,25
dr_bis,0.10994758872999316,25
ips_estimator,0.03002988708060281,25
Direct,0.3210545165258037,25
doubly robust estimator,0.32770987635885546,25
cmebis,0.2419640349006683,25
dr_bis,0.24010053382991067,25
ips_estimator,0.04660668254056121,25
Direct,0.3344741148234855,25
doubly robust estimator,0.33689629096540585,25
cmebis,0.203197274593814,25
dr_bis,0.20051545536381996,25
ips_estimator,0.06051358713878587,25
Direct,0.34260609754154076,25
doubly robust estimator,0.34416020172323075,25
cmebis,0.22923938675289451,25
dr_bis,0.22492240782639966,25
ips_estimator,0.31183413604402893,25
Direct,0.3813743173932752,25
doubly robust estimator,0.3262280745189098,25
cmebis,0.09176001664317604,25
dr_bis,0.09176014272073596,25
ips_estimator,0.0014228900837434581,25
Direct,0.3703570196922928,25
doubly robust estimator,0.3363537468697416,25
cmebis,0.2434591263516195,25
dr_bis,0.23972808285908234,25
ips_estimator,0.07485647309601777,25
Direct,0.3562341763189132,25
doubly robust estimator,0.379674397494285,25
cmebis,0.20293818574062497,25
dr_bis,0.20284501113022488,25
ips_estimator,0.014024337710513734,25
Direct,0.2930150135425388,25
doubly robust estimator,0.3131981866445096,25
cmebis,0.10261600171618969,25
dr_bis,0.10202732025967212,25
ips_estimator,0.1033152732262489,25
Direct,0.276045095212883,25
doubly robust estimator,0.3160244834842583,25
cmebis,0.10371911640146249,25
dr_bis,0.10371914343038961,25
ips_estimator,0.17457297931764024,25
Direct,0.35478474521093273,25
doubly robust estimator,0.32713346940568927,25
cmebis,0.14687714121737533,25
dr_bis,0.14687697810097522,25
ips_estimator,0.006583300393443122,25
Direct,0.3193277526844121,25
doubly robust estimator,0.31019304589323093,25
cmebis,0.19774095956497453,25
dr_bis,0.19174160540411636,25
ips_estimator,0.14790559692301475,25
Direct,0.464753270353669,25
doubly robust estimator,0.39037031329856503,25
cmebis,0.23378607715347416,25
dr_bis,0.2312754474845946,25
ips_estimator,0.0002632015365877862,25
Direct,0.41070252925874284,25
doubly robust estimator,0.35647132620261257,25
cmebis,0.1036346019347651,25
dr_bis,0.10363403563996156,25
ips_estimator,0.0522570564873257,25
Direct,0.3954113024263796,25
doubly robust estimator,0.3452245787434948,25
cmebis,0.217115386205686,25
dr_bis,0.2164365120057055,25
ips_estimator,0.5191047041730691,25
Direct,0.3624225348668035,25
doubly robust estimator,0.38085028553843886,25
cmebis,0.25018007990515995,25
dr_bis,0.25091557468894304,25
ips_estimator,0.07155610596596519,25
Direct,0.35718421711389126,25
doubly robust estimator,0.33483922554685663,25
cmebis,0.22496549762790344,25
dr_bis,0.2213416789229955,25
ips_estimator,0.20650475723591957,25
Direct,0.39775056852637164,25
doubly robust estimator,0.35386718394007116,25
cmebis,0.25807453584390433,25
dr_bis,0.2563984467257687,25
ips_estimator,0.11193059708102077,25
Direct,0.2909709648792254,25
doubly robust estimator,0.2834828407806839,25
cmebis,0.23385302702704694,25
dr_bis,0.23221340094472548,25
ips_estimator,0.06248275035183812,25
Direct,0.3985719041239491,25
doubly robust estimator,0.34569026212559806,25
cmebis,0.1640549772498916,25
dr_bis,0.1640548343067209,25
ips_estimator,0.0018072625535764059,25
Direct,0.303986537932596,25
doubly robust estimator,0.28727961276210556,25
cmebis,0.19456182889671875,25
dr_bis,0.19258308778489377,25
ips_estimator,0.0026512468814248354,25
Direct,0.41446367119590244,25
doubly robust estimator,0.39579157360648026,25
cmebis,0.21744430501147335,25
dr_bis,0.21316884335901048,25
ips_estimator,0.002708250190179937,30
Direct,0.4182088279246405,30
doubly robust estimator,0.4074902206933574,30
cmebis,0.25384869460088094,30
dr_bis,0.24776174722037067,30
ips_estimator,0.3013034521509561,30
Direct,0.40259971119598,30
doubly robust estimator,0.42058049179034773,30
cmebis,0.27257651138792716,30
dr_bis,0.2721747503851401,30
ips_estimator,0.008321367597191274,30
Direct,0.45468316733073494,30
doubly robust estimator,0.42753772443650817,30
cmebis,0.24339481079656608,30
dr_bis,0.2345748424837044,30
ips_estimator,0.09423341675905728,30
Direct,0.350711714708763,30
doubly robust estimator,0.31185788592891794,30
cmebis,0.09631413260759854,30
dr_bis,0.09631395438637018,30
ips_estimator,0.0002844277999207539,30
Direct,0.38198247636020405,30
doubly robust estimator,0.4042844263521386,30
cmebis,0.25461901309220747,30
dr_bis,0.25190757173785006,30
ips_estimator,0.040280980851891204,30
Direct,0.3602118326816305,30
doubly robust estimator,0.3060268987434831,30
cmebis,0.25362078777040203,30
dr_bis,0.2518854205551151,30
ips_estimator,0.12007662077104472,30
Direct,0.3974947739824898,30
doubly robust estimator,0.35982080611108874,30
cmebis,0.1408412323860136,30
dr_bis,0.14084082237512774,30
ips_estimator,0.002670399055059307,30
Direct,0.46056385996394855,30
doubly robust estimator,0.34136036769050837,30
cmebis,0.22774743077876067,30
dr_bis,0.22318024611863468,30
ips_estimator,0.0018412359235704884,30
Direct,0.3210161931625548,30
doubly robust estimator,0.3222639203655922,30
cmebis,0.22857141277154264,30
dr_bis,0.22744341432740794,30
ips_estimator,0.0009529089313918732,30
Direct,0.4946586116467066,30
doubly robust estimator,0.47626147660788454,30
cmebis,0.30322826654979157,30
dr_bis,0.30202377587498597,30
ips_estimator,9.456043959858677e-05,30
Direct,0.3700536980330447,30
doubly robust estimator,0.3749769233268907,30
cmebis,0.23295704727120448,30
dr_bis,0.22973370181650485,30
ips_estimator,0.002525763411432685,30
Direct,0.44420480356561937,30
doubly robust estimator,0.42690697671491745,30
cmebis,0.2634324692154793,30
dr_bis,0.2587203103844101,30
ips_estimator,0.0008803607453202387,30
Direct,0.42673497844918684,30
doubly robust estimator,0.43285450600379044,30
cmebis,0.24156112314761252,30
dr_bis,0.23753816265986485,30
ips_estimator,0.0029784096077208337,30
Direct,0.32820093564367586,30
doubly robust estimator,0.3394023895259939,30
cmebis,0.1539418927878082,30
dr_bis,0.1539406153647932,30
ips_estimator,0.004943749184107568,30
Direct,0.34810939211504827,30
doubly robust estimator,0.33395197688911626,30
cmebis,0.08167345565754565,30
dr_bis,0.0816731512595276,30
ips_estimator,0.004156515262557391,30
Direct,0.4000468672944901,30
doubly robust estimator,0.40116411136967184,30
cmebis,0.24561684058466554,30
dr_bis,0.23930812641106877,30
ips_estimator,0.0002585552549048007,30
Direct,0.32471570226459573,30
doubly robust estimator,0.34499260135307436,30
cmebis,0.20783801819782788,30
dr_bis,0.2057410341245758,30
ips_estimator,0.00011414087501882996,30
Direct,0.404348584337371,30
doubly robust estimator,0.370881131507854,30
cmebis,0.2711301904460923,30
dr_bis,0.26504182615019467,30
ips_estimator,0.002118690584784118,30
Direct,0.4276943462413632,30
doubly robust estimator,0.3215006917489612,30
cmebis,0.2318081133076723,30
dr_bis,0.2310983402206803,30
ips_estimator,0.0016016386168725472,30
Direct,0.4041815414479731,30
doubly robust estimator,0.37724111495146806,30
cmebis,0.1319031314002439,30
dr_bis,0.1319023214868237,30
ips_estimator,0.0001569396245039562,30
Direct,0.42429116912134096,30
doubly robust estimator,0.3682916850704807,30
cmebis,0.16784702091561401,30
dr_bis,0.16748606915623176,30
ips_estimator,0.12222438770228207,30
Direct,0.47275672862416257,30
doubly robust estimator,0.3757245083993563,30
cmebis,0.2528283272785317,30
dr_bis,0.2505037557860784,30
ips_estimator,0.17466541768549618,30
Direct,0.42719774793310855,30
doubly robust estimator,0.3366243471959935,30
cmebis,0.23068097001295684,30
dr_bis,0.22913380168458508,30
ips_estimator,0.022144667526843003,30
Direct,0.38847674874880694,30
doubly robust estimator,0.3948660991378531,30
cmebis,0.11994197342392293,30
dr_bis,0.11994202057762411,30
ips_estimator,0.002834983263222824,30
Direct,0.3401296195298499,30
doubly robust estimator,0.38385622804025094,30
cmebis,0.24610471578656118,30
dr_bis,0.2433240927767997,30
ips_estimator,0.009849831140586827,30
Direct,0.41166620359084977,30
doubly robust estimator,0.3434172339222668,30
cmebis,0.2221282460231645,30
dr_bis,0.2205879595009278,30
ips_estimator,0.004729137227263784,30
Direct,0.37528253921758337,30
doubly robust estimator,0.3568153256478618,30
cmebis,0.24875530842229318,30
dr_bis,0.24837044137995695,30
ips_estimator,0.0401095657463838,30
Direct,0.39338308470151495,30
doubly robust estimator,0.36754879763109743,30
cmebis,0.10894937691429553,30
dr_bis,0.10894902705690489,30
ips_estimator,0.0027425043638107317,30
Direct,0.36095055578461976,30
doubly robust estimator,0.3744996727038807,30
cmebis,0.10732277361689993,30
dr_bis,0.10732211437412705,30
ips_estimator,0.21016935804307238,30
Direct,0.32289950148975843,30
doubly robust estimator,0.30517575286235243,30
cmebis,0.21599550997826178,30
dr_bis,0.21557409923431212,30
