Estimator,MSE,Observation Size
ips_estimator,0.07633227515344898,100
Direct,0.3063973459569328,100
doubly robust estimator,0.46143407672283615,100
cmebis,0.35546510852662194,100
dr_bis,0.35546481709104577,100
ips_estimator,0.3240575737710744,100
Direct,0.39586674389450466,100
doubly robust estimator,0.2572295245452461,100
cmebis,0.12368064058449309,100
dr_bis,0.12368075473696338,100
ips_estimator,0.11374664775180456,100
Direct,0.11514291755001627,100
doubly robust estimator,0.17310406239572054,100
cmebis,0.13179420375118642,100
dr_bis,0.1319653124816528,100
ips_estimator,0.003351977757993174,100
Direct,0.15611370788089798,100
doubly robust estimator,0.1740503117503922,100
cmebis,0.23688934525087907,100
dr_bis,0.23644730549682663,100
ips_estimator,0.003662429920771037,100
Direct,0.14790902423825128,100
doubly robust estimator,0.09258663865774591,100
cmebis,0.10776403286567134,100
dr_bis,0.10611812919903929,100
ips_estimator,0.13223503363640943,100
Direct,0.21251969118224429,100
doubly robust estimator,0.12021901167340797,100
cmebis,0.15201316874114706,100
dr_bis,0.15201320920201075,100
ips_estimator,0.0412921226659402,100
Direct,0.2640970583240892,100
doubly robust estimator,0.23639293444860193,100
cmebis,0.1458278122360172,100
dr_bis,0.14549157881830657,100
ips_estimator,0.00268013979049131,100
Direct,0.140011532271368,100
doubly robust estimator,0.14243465023898788,100
cmebis,0.1792023108578257,100
dr_bis,0.1786162683834019,100
ips_estimator,0.00011513018196822032,100
Direct,0.37517291309560524,100
doubly robust estimator,0.21937262883611025,100
cmebis,0.1754526737795192,100
dr_bis,0.17499745662048535,100
ips_estimator,0.0498446663140059,100
Direct,0.18571072083660334,100
doubly robust estimator,0.12941536315966723,100
cmebis,0.12812535938515043,100
dr_bis,0.1280715763967719,100
ips_estimator,0.006844137258011771,100
Direct,0.21944611533285807,100
doubly robust estimator,0.30546490818582467,100
cmebis,0.21289735433747906,100
dr_bis,0.2116710693861955,100
ips_estimator,0.001868250468965578,100
Direct,0.0758586037115615,100
doubly robust estimator,0.6518462129291495,100
cmebis,0.2591104154156954,100
dr_bis,0.2545297236704132,100
ips_estimator,0.009343116687990122,100
Direct,0.25386592517280154,100
doubly robust estimator,0.1834298213674519,100
cmebis,0.19807993758557965,100
dr_bis,0.19807976799606683,100
ips_estimator,0.4217246325885073,100
Direct,0.2778385298942135,100
doubly robust estimator,0.2278313000246626,100
cmebis,0.28238367060300223,100
dr_bis,0.28238378852009915,100
ips_estimator,0.000974227258256201,100
Direct,0.2777242762108443,100
doubly robust estimator,0.3658980264707781,100
cmebis,0.18573668537662047,100
dr_bis,0.1857364023843798,100
ips_estimator,0.09078938183344633,100
Direct,0.13305249405404793,100
doubly robust estimator,0.18390453897324338,100
cmebis,0.14623366109397182,100
dr_bis,0.1445331005507616,100
ips_estimator,0.3063642157479741,100
Direct,0.40216108141542467,100
doubly robust estimator,0.3115499955729179,100
cmebis,0.374334442404323,100
dr_bis,0.37405819387214334,100
ips_estimator,0.0005048108862289689,100
Direct,0.1402683629636087,100
doubly robust estimator,0.2653616263840204,100
cmebis,0.17269291997383912,100
dr_bis,0.17203954780240724,100
ips_estimator,0.0008562157601998848,100
Direct,0.1731916374984105,100
doubly robust estimator,0.4203741776622749,100
cmebis,0.1325932949735426,100
dr_bis,0.12997456974205274,100
ips_estimator,0.06704555810492151,100
Direct,0.16275076663175278,100
doubly robust estimator,0.15556689154353465,100
cmebis,0.1484237843104084,100
dr_bis,0.1476438407172878,100
ips_estimator,0.18516592519238298,100
Direct,0.054825771250547065,100
doubly robust estimator,0.23036394024937606,100
cmebis,0.13456030509989475,100
dr_bis,0.13456020949592898,100
ips_estimator,0.5828880543363174,100
Direct,0.12589755466237437,100
doubly robust estimator,0.3837892849964665,100
cmebis,0.22029881152708516,100
dr_bis,0.22029901283750156,100
ips_estimator,0.057553661639402946,100
Direct,0.2352091712634382,100
doubly robust estimator,0.1998757866757078,100
cmebis,0.1971751256935222,100
dr_bis,0.19717656784093923,100
ips_estimator,8.855286978862541e-07,100
Direct,0.15626407461907146,100
doubly robust estimator,0.1524373349750059,100
cmebis,0.12172824626766279,100
dr_bis,0.12172815827119006,100
ips_estimator,0.0029328946427196333,100
Direct,0.4283019282826221,100
doubly robust estimator,0.38963805853229305,100
cmebis,0.2480070008389798,100
dr_bis,0.24696204936543614,100
ips_estimator,0.09184438121467274,100
Direct,0.3991012628973658,100
doubly robust estimator,0.23018476645500963,100
cmebis,0.19171928818308287,100
dr_bis,0.18969659748335488,100
ips_estimator,0.4466949220769077,100
Direct,0.3576949034574499,100
doubly robust estimator,0.41078895584864267,100
cmebis,0.335743685721166,100
dr_bis,0.33618761395086894,100
ips_estimator,0.19789765699443693,100
Direct,0.46407601945231164,100
doubly robust estimator,0.14193158153936858,100
cmebis,0.1319109856353512,100
dr_bis,0.13226820192353017,100
ips_estimator,0.016776786663770603,100
Direct,0.2650796540839708,100
doubly robust estimator,0.21592279747615215,100
cmebis,0.2704371554988929,100
dr_bis,0.2704370175351161,100
ips_estimator,0.007349050882260318,100
Direct,0.49707361223943336,100
doubly robust estimator,0.21693987685740188,100
cmebis,0.20879097508494884,100
dr_bis,0.20879044404250624,100
