Estimator,MSE,Observation Size
ips_estimator,0.036615019285963876,10000
Direct,0.10423445622455332,10000
doubly robust estimator,0.01790397393433578,10000
cmebis,0.023125606164607716,10000
dr_bis,0.020772786700582815,10000
ips_estimator,0.03292979128002219,10000
Direct,0.06895353412420363,10000
doubly robust estimator,0.017799132142337963,10000
cmebis,0.023819789630258856,10000
dr_bis,0.021167824176515256,10000
ips_estimator,0.024106742315497736,10000
Direct,0.06092423020685534,10000
doubly robust estimator,0.010025520584310887,10000
cmebis,0.016043400218205325,10000
dr_bis,0.013825164148886892,10000
ips_estimator,0.023496139805639794,10000
Direct,0.0929548408596657,10000
doubly robust estimator,0.005030410344494638,10000
cmebis,0.0027313319578948295,10000
dr_bis,0.0027304928527496853,10000
ips_estimator,0.030620390948750593,10000
Direct,0.07690938773083082,10000
doubly robust estimator,0.005819886575869197,10000
cmebis,0.022168371327962486,10000
dr_bis,0.019993149858339596,10000
ips_estimator,0.036749068468092116,10000
Direct,0.11588439607752374,10000
doubly robust estimator,0.011994007950764192,10000
cmebis,0.02465152589668708,10000
dr_bis,0.021138765163288005,10000
ips_estimator,0.05248763442403583,10000
Direct,0.08063553132579485,10000
doubly robust estimator,0.009719213612799087,10000
cmebis,0.0007995999604923051,10000
dr_bis,0.0007990533326186573,10000
ips_estimator,0.04290906290972992,10000
Direct,0.07746927778401334,10000
doubly robust estimator,0.04635439325106502,10000
cmebis,0.023643169791771248,10000
dr_bis,0.021703558353784413,10000
ips_estimator,0.039249506908383386,10000
Direct,0.07373211468720776,10000
doubly robust estimator,0.0135902921052675,10000
cmebis,8.299965063080602e-05,10000
dr_bis,0.0001303501170110653,10000
ips_estimator,0.03417319350960333,10000
Direct,0.09259921138825723,10000
doubly robust estimator,0.02659732796341557,10000
cmebis,0.0003244733053684568,10000
dr_bis,0.00032359543838215207,10000
ips_estimator,0.03862667627651458,10000
Direct,0.10092767775452335,10000
doubly robust estimator,0.02404378759272853,10000
cmebis,0.00011474957370163192,10000
dr_bis,0.00011493956726682873,10000
ips_estimator,0.04564712100246052,10000
Direct,0.07097460037070139,10000
doubly robust estimator,0.02704528072790677,10000
cmebis,0.0008498610088381113,10000
dr_bis,0.0008493312270101506,10000
ips_estimator,0.03269185090600213,10000
Direct,0.10924573387936745,10000
doubly robust estimator,0.06058489033626071,10000
cmebis,0.00018410700494913895,10000
dr_bis,0.00028050712721259657,10000
ips_estimator,0.031158931893296316,10000
Direct,0.06359942671045189,10000
doubly robust estimator,0.002163464915966675,10000
cmebis,5.4634206967357416e-05,10000
dr_bis,5.442897936640775e-05,10000
ips_estimator,0.022181556436946023,10000
Direct,0.04881595743222739,10000
doubly robust estimator,0.007540578106180388,10000
cmebis,0.004749193413846563,10000
dr_bis,0.004744855121787245,10000
ips_estimator,0.024282109302213313,10000
Direct,0.09576228914122435,10000
doubly robust estimator,0.05256247933009624,10000
cmebis,0.02290176218074496,10000
dr_bis,0.019657727555431367,10000
ips_estimator,0.029775207561409237,10000
Direct,0.09009398249025734,10000
doubly robust estimator,0.04032099524917326,10000
cmebis,0.017993558153528065,10000
dr_bis,0.01575960076002013,10000
ips_estimator,0.019058828981360538,10000
Direct,0.10511345389651924,10000
doubly robust estimator,0.016069232331140413,10000
cmebis,0.019948113624483076,10000
dr_bis,0.01681900794662139,10000
ips_estimator,0.029113456658399824,10000
Direct,0.0821314218981703,10000
doubly robust estimator,0.0035065924675708477,10000
cmebis,0.02401752099464566,10000
dr_bis,0.020444139518539236,10000
ips_estimator,0.03417282193307743,10000
Direct,0.10793239989249291,10000
doubly robust estimator,0.00840840922806105,10000
cmebis,0.028924176987661563,10000
dr_bis,0.026164607071622426,10000
ips_estimator,0.052188382578086924,10000
Direct,0.06635945849994333,10000
doubly robust estimator,0.007501991944168854,10000
cmebis,0.0007549226164420983,10000
dr_bis,0.0007573761471875992,10000
ips_estimator,0.02341796074247359,10000
Direct,0.08382982307161986,10000
doubly robust estimator,0.023985276881854763,10000
cmebis,0.020829702017391684,10000
dr_bis,0.017371424038945264,10000
ips_estimator,0.041852425541532255,10000
Direct,0.11811404128868007,10000
doubly robust estimator,0.03072179124481967,10000
cmebis,0.0008829557711096945,10000
dr_bis,0.0008842911518071162,10000
ips_estimator,0.049867779362081796,10000
Direct,0.10243468775155361,10000
doubly robust estimator,0.017790625243067917,10000
cmebis,0.0008563029047197491,10000
dr_bis,0.0009428841083964842,10000
ips_estimator,0.03473398791680626,10000
Direct,0.09343330059724675,10000
doubly robust estimator,0.012121941563248502,10000
cmebis,0.00022528040228153822,10000
dr_bis,0.00022480346642574333,10000
ips_estimator,0.028593663965339106,10000
Direct,0.08950644675585662,10000
doubly robust estimator,0.0486842477309462,10000
cmebis,0.002212029779522001,10000
dr_bis,0.002213398730833738,10000
ips_estimator,0.025026025875069552,10000
Direct,0.10052807683189612,10000
doubly robust estimator,0.015320852292629854,10000
cmebis,0.02402584824708424,10000
dr_bis,0.020954187536381865,10000
ips_estimator,0.026910856185827618,10000
Direct,0.07342687801487502,10000
doubly robust estimator,0.061977474623528435,10000
cmebis,0.0024490936232010713,10000
dr_bis,0.0023859121204062392,10000
ips_estimator,0.03721479668137301,10000
Direct,0.06370949626686218,10000
doubly robust estimator,0.06213979174902584,10000
cmebis,0.00216447618298057,10000
dr_bis,0.00216270431666436,10000
ips_estimator,0.023320607930076,10000
Direct,0.09230660229770077,10000
doubly robust estimator,0.05239695840824678,10000
cmebis,0.021352885847612555,10000
dr_bis,0.017846666737536432,10000
