Estimator,MSE,Observation Size
ips_estimator,0.0385420508192958,5000
Direct,0.15492095264282232,5000
doubly robust estimator,0.0742462645590435,5000
cmebis,0.00035897966471429814,5000
dr_bis,0.00030835360696081633,5000
ips_estimator,0.03243065956868612,5000
Direct,0.11907049271273172,5000
doubly robust estimator,0.06540204299813174,5000
cmebis,0.0005627228164367284,5000
dr_bis,0.0004983984398730351,5000
ips_estimator,0.06079016167921362,5000
Direct,0.1502921301903944,5000
doubly robust estimator,0.09209881730952549,5000
cmebis,0.0009084529135288659,5000
dr_bis,0.001208336218634745,5000
ips_estimator,0.06010723615781546,5000
Direct,0.16144683798650747,5000
doubly robust estimator,0.07305389382071689,5000
cmebis,0.008712496320497502,5000
dr_bis,0.008713318325370931,5000
ips_estimator,0.045924983615903484,5000
Direct,0.12120318112908975,5000
doubly robust estimator,0.09302576319906451,5000
cmebis,0.0003028715526091266,5000
dr_bis,0.0003023259421402528,5000
ips_estimator,0.04555750535703231,5000
Direct,0.1553556139378376,5000
doubly robust estimator,0.08256650537658956,5000
cmebis,0.0005271518680710202,5000
dr_bis,0.0005265386263671841,5000
ips_estimator,0.10080531303628427,5000
Direct,0.09579595934849057,5000
doubly robust estimator,0.09278581350987283,5000
cmebis,0.02915690265571362,5000
dr_bis,0.03155537431377713,5000
ips_estimator,0.049681562530169636,5000
Direct,0.1902835687492422,5000
doubly robust estimator,0.03204068875276751,5000
cmebis,0.020697860901758798,5000
dr_bis,0.018944900763368785,5000
ips_estimator,0.054439314172275696,5000
Direct,0.1302997845876204,5000
doubly robust estimator,0.05616292428763906,5000
cmebis,0.03278135206423943,5000
dr_bis,0.03002344081604295,5000
ips_estimator,0.04358220925637283,5000
Direct,0.10854175204468926,5000
doubly robust estimator,0.12742609574445868,5000
cmebis,0.026332997411109685,5000
dr_bis,0.022357639213647754,5000
ips_estimator,0.05247460882985346,5000
Direct,0.13871275065910188,5000
doubly robust estimator,0.07615663603349941,5000
cmebis,0.0009706238459928349,5000
dr_bis,0.0009709225372114605,5000
ips_estimator,0.023716604341565677,5000
Direct,0.13774213243039235,5000
doubly robust estimator,0.07233154460034232,5000
cmebis,0.028028049157960856,5000
dr_bis,0.022485388038470697,5000
ips_estimator,0.05946525127484822,5000
Direct,0.13377385286154664,5000
doubly robust estimator,0.11275091336908298,5000
cmebis,3.3600050240369424e-05,5000
dr_bis,3.3429335256215734e-05,5000
ips_estimator,0.020957720289297883,5000
Direct,0.12046708880708852,5000
doubly robust estimator,0.02744095314765194,5000
cmebis,0.0007422472156175349,5000
dr_bis,0.0007428143440478475,5000
ips_estimator,0.047208005513810956,5000
Direct,0.14482275506387368,5000
doubly robust estimator,0.07724319052834769,5000
cmebis,0.0012079994734664646,5000
dr_bis,0.0012339329222368,5000
ips_estimator,0.03547011371266998,5000
Direct,0.1454774251482542,5000
doubly robust estimator,0.08118167385831297,5000
cmebis,0.01737373232449862,5000
dr_bis,0.014196413645352226,5000
ips_estimator,0.07149554531833702,5000
Direct,0.10390366576767271,5000
doubly robust estimator,0.05043389035251617,5000
cmebis,0.000654383247648661,5000
dr_bis,0.0008595153559704771,5000
ips_estimator,0.03484928596983815,5000
Direct,0.1181611001885824,5000
doubly robust estimator,0.0785040994848592,5000
cmebis,0.0023644857250547315,5000
dr_bis,0.0023671228897172276,5000
ips_estimator,0.039939159675392175,5000
Direct,0.13284480625884548,5000
doubly robust estimator,0.05936328253226821,5000
cmebis,0.025552144106219626,5000
dr_bis,0.02271640542526637,5000
ips_estimator,0.054774021663512994,5000
Direct,0.16118295363077584,5000
doubly robust estimator,0.06291989414475052,5000
cmebis,6.338084649689198e-05,5000
dr_bis,6.302748713026762e-05,5000
ips_estimator,0.05178070331970563,5000
Direct,0.14482148946990508,5000
doubly robust estimator,0.10637900021575418,5000
cmebis,0.003901575856804622,5000
dr_bis,0.0039036402893868256,5000
ips_estimator,0.038438222517308294,5000
Direct,0.14003040004762432,5000
doubly robust estimator,0.05062718738785071,5000
cmebis,0.0002729657233862167,5000
dr_bis,0.00027254007202142657,5000
ips_estimator,0.04544348561288125,5000
Direct,0.10685033119117633,5000
doubly robust estimator,0.030157106092273955,5000
cmebis,0.015020479688722936,5000
dr_bis,0.014057982090899108,5000
ips_estimator,0.06928602600019801,5000
Direct,0.15111323981191593,5000
doubly robust estimator,0.06322259816642463,5000
cmebis,0.023933523093253792,5000
dr_bis,0.023553422034713303,5000
ips_estimator,0.03756388917965634,5000
Direct,0.14312178204038117,5000
doubly robust estimator,0.05667412823546052,5000
cmebis,0.025935645450283852,5000
dr_bis,0.022100379995964134,5000
ips_estimator,0.04535490220868153,5000
Direct,0.14304476707815356,5000
doubly robust estimator,0.08280297583713633,5000
cmebis,0.019325466460342566,5000
dr_bis,0.0178317221828623,5000
ips_estimator,0.058632419387767996,5000
Direct,0.1675372020854684,5000
doubly robust estimator,0.07955219316851442,5000
cmebis,0.00017141175557609987,5000
dr_bis,0.00017089238868897054,5000
ips_estimator,0.035484215002530003,5000
Direct,0.14139133917184743,5000
doubly robust estimator,0.07684432942664823,5000
cmebis,0.0031511272749932305,5000
dr_bis,0.003150188023434979,5000
ips_estimator,0.04348809104409059,5000
Direct,0.13901529892693112,5000
doubly robust estimator,0.06649511670293624,5000
cmebis,0.016081181513525642,5000
dr_bis,0.013624869108081706,5000
ips_estimator,0.042813171166697195,5000
Direct,0.13207641885787513,5000
doubly robust estimator,0.12143449628481777,5000
cmebis,0.023921608265299724,5000
dr_bis,0.021000333722935933,5000
