ips_estimator,slate_estimator,Direct,doubly robust estimator,cmebis,dr_bis,actual_value,null_reward,ips_estimator_square_error,slate_estimator_square_error,Direct_square_error,doubly robust estimator_square_error,cmebis_square_error,dr_bis_square_error,n_reco
0.9064503215646034,0.9964034393349986418,0.4031701,0.4479519483595758,0.7469849252353995,0.7470187539054308,0.87907,0.418,0.0007496820089810832,0.013767135986179800805,0.22648070644877283,0.18586277445023547,0.017446466975570108,0.017437531595128477,3
0.8733327109054837,1.7672277124415938232,0.35386825,0.43041869511222985,0.6639849541118558,0.663984956025446,0.87827,0.383,2.4376823602829537e-05,0.7902458145093913533,0.27499719951595464,0.20057079128967845,0.04591808089128408,0.045918080071176516,3
0.8117188376109006,1.1427879737424575524,0.4524221,0.38650741027724006,0.7181136796804812,0.7181399365911306,0.87795,0.39,0.004386566871411259,0.07013915233601063226,0.18107398327298815,0.24151581899341296,0.025547649293283813,0.025539256366746855,3
0.9009257199867549,0.81629424745709122657,0.40470332,0.38613791697600436,0.6297563807883197,0.6297563828878111,0.878,0.375,0.000525588636911091,0.0038075998968866947396,0.2240097481767763,0.24192830871670398,0.061624894479313706,0.061624893436943044,3
0.7679077290757814,0.84061024660810579334,0.44179192,0.4664545079108991,0.8656275819733519,0.8656275821532459,0.87867,0.397,0.012268280660289985,0.001448544828251797402,0.19086245516452569,0.16992161191825958,0.0001701046679818346,0.00017010466328932944,3
0.6699241616795316,1.3673181456528493705,0.36018527,0.4072176963227155,0.6876795523657917,0.687682866719311,0.87995,0.37,0.04411085276221553,0.23752770939709702547,0.2701553791871551,0.22347583094003234,0.03696792503345884,0.03696665053997423,3
0.8434670464329611,0.8036703146934236486,0.42393357,0.3680243871686658,0.7957192970134696,0.7957192974074233,0.88082,0.391,0.001395243140181367,0.005952073942903778059,0.2087452139235699,0.26295934053906367,0.007242129648801681,0.007242129581750197,3
0.6379746090880262,0.654241743639406681,0.43375087,0.39501124948024186,0.8092945102538219,0.8092801069986904,0.87816,0.371,0.057689022007537706,0.050139385531568436694,0.19749947674397983,0.23343271512880354,0.004742455677980964,0.004744439659871873,3
0.9111626791618862,0.96540748933468334414,0.4294076,0.4307509139748433,0.7531299291619313,0.7531128135145595,0.87888,0.398,0.001042171373869282,0.007487006410563739299,0.20202544142883852,0.2008196777417423,0.015813080315779285,0.015817385196463567,3
0.9266839454665456,1.1580289395003693365,0.40404484,0.4393212589061717,0.7948848142010623,0.7948848143458012,0.87675,0.365,0.0024933989098559514,0.07911784180645237141,0.2234501713541642,0.1913439035349315,0.0067019086458946,0.006701908622196448,3
0.9065318410917143,0.6936300021188317455,0.3850578,0.41888529139216585,0.6552009517929924,0.655214060330233,0.87855,0.372,0.0007829834308819453,0.034195405616371285507,0.2435345445828528,0.21129164433952513,0.049884797334976215,0.04987894194817783,3
0.9019407731441692,0.92174556937332441375,0.46258727,0.47362383811451847,0.7725298203932605,0.7725372474949718,0.87803,0.404,0.0005717250723519244,0.0019110510056339416463,0.17259266426922223,0.1635443437709463,0.011130287897054296,0.011128720831087135,3
0.9259546063140959,0.91437247663717413637,0.4047375,0.4466293873464619,0.8690555210440806,0.869055520796155,0.87904,0.394,0.0022009802856066004,0.001248383905316450106,0.2249628592898325,0.1869789379354082,9.968982002119883e-05,9.968982497201414e-05,3
0.6999910478035563,1.3080838434114507862,0.34874684,0.36203673001729164,0.6408864787630166,0.6408944329661236,0.87986,0.369,0.03235283996424656,0.18337566006607475266,0.28208119277709537,0.2681409389355848,0.05710834385240293,0.05710454222782207,3
0.6895563146895382,0.82818302076019323366,0.41447198,0.4240922610385309,0.6718379820372445,0.6718522586167823,0.87805,0.372,0.03552986940191942,0.0024867156185033219284,0.21490457700230473,0.2060776287630093,0.04252339635227178,0.042517508551540316,3
0.6038015691716911,1.341058762091835499,0.43057767,0.378748699099728,0.8517320837499636,0.8517320836904934,0.87859,0.389,0.07550868171708428,0.21387735591075474062,0.20071505180374954,0.24984132608567622,0.0007213476652939703,0.000721347668488462,3
0.2717503338334619,0.5660279815690114624,0.42293936,0.42643315944102517,0.6466566827940532,0.6466400464862632,0.87868,0.385,0.3683636196730254,0.09775128462897118842,0.20769953081840337,0.20452720479557482,0.05383481972725142,0.05384254002665716,3
0.8339901232871831,1.1100618894796061564,0.46190318,0.3560616366593313,0.6628299604604103,0.662866279596982,0.88011,0.39,0.002127043028005422,0.052877871475240985355,0.17489694040324136,0.27462668712003346,0.04721061558232564,0.04719483405454465,3
0.8027511939975809,0.72705341862222272464,0.39817828,0.3692138972185026,0.7334083929212641,0.7334083931592513,0.87738,0.384,0.005569458685346715,0.022598081068729496818,0.22963428902612334,0.2582327880161354,0.02072782364483392,0.020727823576307123,3
0.9134334247365077,1.0135068015013168896,0.44328162,0.44539293600909163,0.7181948037370416,0.718254231338516,0.87912,0.416,0.0011774111171479764,0.018059812417754336072,0.18995509283520737,0.18811916603817352,0.025896918792271687,0.025877795527050107,3
0.8627989033891074,1.4312193554953462904,0.42129475,0.45084861879254434,0.6549794155609392,0.654990620130495,0.87931,0.384,0.0002726163112942315,0.30460393668328850092,0.20977797034726944,0.18357915518620066,0.0503242111147706,0.05031918418503929,3
0.947693841982644,1.0955422632476388145,0.34433475,0.3905319496296893,0.6690264762770639,0.6691021916409577,0.87852,0.372,0.004785020414639799,0.047098662745127410634,0.28535387985649213,0.23813233730421687,0.043887536481852375,0.04385581845790453,3
0.6366830624449061,1.139107796172126319,0.45220253,0.47671929163071924,0.8734294605542734,0.8734236023847423,0.8785,0.406,0.05847543128852414,0.06791642342569258195,0.1817295340238714,0.161427737617721,2.5710370270668926e-05,2.5769812748193945e-05,3
0.7887388480628965,0.99669712445573988013,0.45234987,0.4421291027141476,0.7069783365027793,0.7069894185935544,0.878,0.384,0.007967553245138674,0.014089007354061411012,0.18117803197973475,0.18998343910077406,0.02924840938535659,0.029244618952970574,3
0.6923579084844095,1.1384348367456362805,0.4126939,0.4569934311011472,0.7041574396100602,0.7041298176072736,0.87826,0.4,0.034559587629871005,0.06769094567561843856,0.21675180469029376,0.17746552207181193,0.03031170153433266,0.03032132042012419,3
0.6369041522309659,0.76802431146253502536,0.38392133,0.45901111076689594,0.6401058255794274,0.6401045023036094,0.87929,0.362,0.0587508991987134,0.0123800534457161794805,0.24539012396641416,0.17663434473501177,0.0572090692932509,0.05720970230827009,3
0.779831409345917,1.6330614341089471075,0.38032696,0.4279614209597257,0.7492032288604222,0.7492032289882593,0.87795,0.375,0.009627257831943507,0.57019327792207064043,0.2476286934117092,0.20248972126668519,0.016575731078866816,0.016575731045949595,3
0.9285146959998635,0.87789352587238889125,0.38870588,0.4697308516751599,0.7562705346676499,0.7562705363416969,0.87998,0.402,0.0023556167157991648,4.3533742851904921024e-06,0.24135026152232883,0.16830436370125665,0.01530403181281592,0.015304031398625002,3
0.9458203153030084,0.841088454821377729,0.42449197,0.38879094763566985,0.8867695250864769,0.8867695259483351,0.87771,0.402,0.004639015050675216,0.0013411375712698708762,0.20540658114787155,0.2390418397648346,8.207499479250418e-05,8.207501040855782e-05,3
0.7995572173051819,1.3341555672746643335,0.3826889,0.42407317846095216,0.6954044050454999,0.6954222197825807,0.87953,0.378,0.006395645971952599,0.20668440641981034034,0.24685106894187087,0.20744091628645212,0.03390223471734863,0.03389567473658559,3
