ips_estimator,slate_estimator,Direct,doubly robust estimator,cmebis,dr_bis,actual_value,null_reward,ips_estimator_square_error,slate_estimator_square_error,Direct_square_error,doubly robust estimator_square_error,cmebis_square_error,dr_bis_square_error,n_reco
0.8459303090649434,1.0073125374902427431,0.4114576,0.46416232371319827,0.6032915934161089,0.6032927342802098,0.81973,0.412,0.0006864561950985561,0.035187208371278373698,0.16668635406388052,0.1264283724199958,0.04684558384457372,0.04684508999225905,4
0.6472075955168715,1.0108595105110742551,0.36120558,0.46019673347476836,0.5903256533227617,0.5903261511387311,0.8224,0.407,0.030692378588580125,0.035516987102073661886,0.21270029502195717,0.131191206281548,0.053858502385667015,0.05385827132528309,4
0.6886353754889745,1.0661680782654598953,0.3914638,0.4142244794838084,0.6356602665960629,0.635660665574169,0.81915,0.394,0.017034067211254,0.061017930989960882104,0.18291549733463897,0.16396467716530871,0.03366848226464793,0.03366833584803446,4
0.3550620808491606,-1.4799753746318613512,0.35450757,0.41307753112435003,0.5921119897089285,0.5921113497583844,0.81832,0.375,0.21460789965596572,5.282161629054208163,0.21512197439834552,0.16422145858043216,0.051170063919845514,0.05117035344413359,4
0.8185225699321248,0.77763801217316153025,0.4024859,0.3925048015622439,0.570649733070542,0.5706513209479047,0.81878,0.431,6.627023984620582e-08,0.0016926631623437205648,0.17330077180192616,0.18171054480314833,0.06156862936648405,0.061567841368137685,4
0.6117260770056295,0.95393053525290061323,0.40898946,0.503036014003041,0.6288040294187885,0.6288043012936101,0.81849,0.407,0.042751319852021984,0.018344138589592211275,0.16769069285308516,0.09951121728136965,0.035980767435336236,0.03598066429373135,4
0.7159299995262948,0.88165623910346246905,0.42681968,0.39676547916065186,0.5814903131714126,0.5814904570086401,0.81923,0.401,0.010670890097867505,0.0038970353286026633913,0.15398585757768055,0.17847627136802002,0.0565201586933548,0.05652009030174067,4
0.6943844133118346,0.8515772714253416753,0.38063762,0.42488797573801484,0.5899376430802528,0.5899381448376227,0.8221,0.392,0.01631127108310229,0.0008689095306832611814,0.1948890365583805,0.15777739221830392,0.053899359970532135,0.05389912699243666,4
0.73803217619813,0.6211522354627465603,0.41351545,0.41863416518882385,0.6542629812243707,0.6542636189014328,0.81992,0.402,0.006705615687006105,0.039508624219137006284,0.1651646594228151,0.16103032122010255,0.02744224786962921,0.027442036598673725,4
0.7461025221036864,0.5719736607082342994,0.4359834,0.4432230549234008,0.5820456462642496,0.5820466493610504,0.81947,0.392,0.005382786812866064,0.061254437962824849484,0.1470619803438002,0.14156176367947348,0.05637032374683875,0.05636984742862561,4
0.8945275892996758,0.7000127750475599875,0.41063368,0.43948006775269993,0.5610755681314372,0.5610809158313035,0.82123,0.407,0.005372536597143945,0.014693615625170438135,0.1685893353659067,0.1457330107708182,0.06768032842085468,0.06767754599381155,4
0.6666818943002367,0.7027808610942682943,0.36247858,0.3876611217578197,0.5471354559672863,0.5471358592783301,0.81795,0.412,0.02288203980199474,0.013263930556287717444,0.2074542107464665,0.18514851873891383,0.0733405172596466,0.07334029881481641,4
0.7764819985697736,1.0924434879207634008,0.4442233,0.43906531332693133,0.6720336403436273,0.6720345391196543,0.82169,0.412,0.002043763393315353,0.07330745122125900681,0.14248109864446634,0.146401650851664,0.022397025985597577,0.0223967569713087,4
0.8153940902647016,0.51509473857885468284,0.46691734,0.5267813396517244,0.5850866119910736,0.5850883734233773,0.82026,0.412,2.3677077552072085e-05,0.09312583677823593753,0.12485103821173944,0.08612972407981853,0.055306522427597045,0.05530569394669448,4
0.7633841580892743,1.7664121858049677272,0.3821211,0.4068841862669088,0.6127010888108875,0.6127018922549108,0.8229,0.389,0.003542135438342491,0.8902152447624679388,0.19428605092069867,0.173069157276006,0.0441835822650884,0.04418324449961612,4
0.6788039706686766,0.79511267377587668825,0.39226794,0.4424651279563659,0.5925013117800358,0.5925019676932002,0.81873,0.409,0.019579293684430368,0.0005577780979766605151,0.18186988654804154,0.14157525393401232,0.05117941937372573,0.051179122601406446,4
0.786287122569646,0.83204253764335645016,0.43896437,0.41984033588872194,0.7355003963273339,0.7355003963463443,0.8202,0.434,0.00115008325560622,0.00014024569783431401209,0.14534060793536635,0.16028786064729542,0.007174022862306722,0.007174022859086366,4
0.8054831687008368,0.813154887902445056,0.4175525,0.4518663761279158,0.6701575382893686,0.6701585915411813,0.81881,0.424,0.0001776044324763568,3.198029283591282177e-05,0.1610075805332587,0.13464762310037762,0.022097554372630734,0.02209724123679057,4
0.8281371189983674,0.571289480885983858,0.3651809,0.37278819221880066,0.6040491388608344,0.6040504126617113,0.81836,0.394,9.55920559082371e-05,0.0610438414152694106,0.20537128794528467,0.19853423588940602,0.04592914520221069,0.045928599225107565,4
0.669026016732466,0.8692939750938262211,0.46521828,0.4590526995688404,0.7852886763285202,0.7852886763306933,0.82083,0.407,0.023044449335889734,0.0023487568818950084297,0.12645969839884785,0.13088281510725747,0.0012631856883208886,0.0012631856881664153,4
0.73941950913448,0.62015251591425724076,0.42454314,0.3542992008615852,0.5564678544969777,0.5564680047142305,0.82077,0.416,0.00661790236406106,0.040247374920893232153,0.15699572274797688,0.21759500644883134,0.06985562411750079,0.0698555447120389,4
0.6553269585189367,0.6624289944250539852,0.41097945,0.4349765978649942,0.6247111497402479,0.624711612910169,0.81924,0.403,0.026867485167572754,0.024589691469425724313,0.16667667689125504,0.14765836222036915,0.037841473583381045,0.03784129338377113,4
0.5513513271730407,1.330457098123421833,0.41341022,0.4406730136652974,0.6491111537007589,0.6491117472932563,0.81908,0.409,0.07167864225368503,0.26150653648513172422,0.16456797318822383,0.14319184730691184,0.028889408712295058,0.028889206928183506,4
0.5827795087502766,0.72796690052421375583,0.38079572,0.42841224575045406,0.6393920108310227,0.6393920108110158,0.81939,0.398,0.0559845245694354,0.008358183117759491326,0.19236494487030276,0.1528636043180183,0.03239927610487525,0.03239927611207765,4
0.7573056197008933,0.90677392446562354866,0.39660847,0.4077952512968774,0.6362298430991027,0.6362307970189325,0.8207,0.41,0.004018847453507769,0.007408720472913877045,0.17985362423128032,0.17049033150158882,0.034029238787041664,0.03402888684847028,4
0.7777548929485881,0.7103436871908865857,0.4336844,0.44732076261143355,0.623081625046824,0.6230828294395135,0.81877,0.419,0.0016822390064387756,0.011756265309379721612,0.14829091265405508,0.1379745359565476,0.03829394009181481,0.03829346872196892,4
0.6981610834661212,1.0994550543429861822,0.4103125,0.4626109828609808,0.6272941686962938,0.627294712742184,0.81832,0.408,0.014438165222595674,0.07903691878043381247,0.166470117137953,0.1265289048740071,0.03649086822527202,0.036490660371931154,4
0.8451551537520454,0.9194405861833306881,0.39987993,0.41243885617261256,0.5881839345457733,0.5881866474631828,0.82058,0.414,0.0006039381819366731,0.00977341550051175241,0.17698854687564541,0.16657919328472814,0.05400793123860519,0.05400667030330138,4
0.8273349109497512,0.58879910568366045087,0.38755018,0.4605236377565286,0.6445594231295395,0.6445607280603921,0.82178,0.413,3.085703565966629e-05,0.05428009711644136287,0.18855554075454764,0.1305061592613862,0.03140713286629878,0.03140667034680468,4
0.6015973639463826,0.9401691583726393686,0.38457826,0.4120138691449633,0.5905437671155684,0.5905438974061311,0.82031,0.413,0.047835217169522076,0.014366217845797448274,0.18986215116138924,0.16670573047119325,0.05279252177390283,0.05279246190117628,4
