Scenario,t-stat (Wass),p-val (Wass),t-stat (MMD),p-val (MMD)
logistic_linear,-1.2253174368177049,0.22336280754206284,0.9220719840568303,0.35873270248133104
logistic_nonlinear,-1.6322565112144825,0.10580235680315876,-1.1176343300123306,0.26642808045258043
logistic_quadratic,-0.9932451648165329,0.323011963796649,-0.7272055731125885,0.46881622671869116
uniform_linear,1.1883796981030903,0.2375268301299248,1.2722299858734236,0.2062715595474545
uniform_nonlinear,-1.0976643323982578,0.2750136838223835,-1.0422485236132277,0.29983497366310974
uniform_quadratic,-0.637109152290054,0.5255243339886966,0.643474997191057,0.5214037313630667
