Estimator,MSE,Observation Size
ips_estimator,0.031511545519958384,100
Direct,0.24348426752155838,100
doubly robust estimator,0.13280464114792712,100
cmebis,0.14616069939005438,100
dr_bis,0.14616069938981172,100
ips_estimator,0.03373356777016454,100
Direct,0.20562711179892143,100
doubly robust estimator,0.17886017610004196,100
cmebis,0.1900437791373093,100
dr_bis,0.190043765139713,100
ips_estimator,0.007996391931720977,100
Direct,0.07884848559135368,100
doubly robust estimator,0.2479330509140309,100
cmebis,0.13118346766644826,100
dr_bis,0.13118346766535413,100
ips_estimator,0.13940684126503647,100
Direct,0.18995061477953365,100
doubly robust estimator,0.25249552246243495,100
cmebis,0.22376550278110194,100
dr_bis,0.22376550278170484,100
ips_estimator,0.03464621890955617,100
Direct,0.0651654870806168,100
doubly robust estimator,0.20989439066748078,100
cmebis,0.07362446132579879,100
dr_bis,0.07362446068492695,100
ips_estimator,0.0002002647872963293,100
Direct,0.06777871149748674,100
doubly robust estimator,0.3372028999310311,100
cmebis,0.189897314291626,100
dr_bis,0.18989729647106887,100
ips_estimator,0.13302549831499524,100
Direct,0.11595824182305375,100
doubly robust estimator,0.20929260705616712,100
cmebis,0.15426933702095302,100
dr_bis,0.1542693370207752,100
ips_estimator,0.08549597601179279,100
Direct,0.2672539704652095,100
doubly robust estimator,0.11037746624627581,100
cmebis,0.15850288658991013,100
dr_bis,0.1585028874938634,100
ips_estimator,0.167932724254006,100
Direct,0.24761223041397462,100
doubly robust estimator,0.22247599627991235,100
cmebis,0.19687270597469084,100
dr_bis,0.19687270954378336,100
ips_estimator,0.17351390246591447,100
Direct,0.09990624260828847,100
doubly robust estimator,0.11608074638305035,100
cmebis,0.10328948236381255,100
dr_bis,0.10328948450853341,100
ips_estimator,0.0012597762878156086,100
Direct,0.08556491858265898,100
doubly robust estimator,0.21194107464703282,100
cmebis,0.20392225039732229,100
dr_bis,0.2039222336058662,100
ips_estimator,0.03497155513884852,100
Direct,0.025128673541070658,100
doubly robust estimator,0.26282435400359794,100
cmebis,0.10609693773183539,100
dr_bis,0.10609694055096533,100
ips_estimator,0.0018910544788703794,100
Direct,0.21236531458129138,100
doubly robust estimator,0.14069145100103936,100
cmebis,0.19313379847228201,100
dr_bis,0.1931337953365524,100
ips_estimator,0.001178892456109811,100
Direct,0.38406368367093424,100
doubly robust estimator,0.4049020083402902,100
cmebis,0.2936967493370122,100
dr_bis,0.29369668080218964,100
ips_estimator,0.009037246616194866,100
Direct,0.12876959219486003,100
doubly robust estimator,0.19994466262855673,100
cmebis,0.13363508100025437,100
dr_bis,0.13363506582174395,100
ips_estimator,0.11932583329565653,100
Direct,0.07112889295040133,100
doubly robust estimator,0.15887216089909367,100
cmebis,0.11044836141485533,100
dr_bis,0.11044836816405407,100
ips_estimator,0.24602351258831187,100
Direct,0.12929892479416596,100
doubly robust estimator,0.15618671192277522,100
cmebis,0.10535433355658856,100
dr_bis,0.10535432152803346,100
ips_estimator,0.01556323770750314,100
Direct,0.1934660815164039,100
doubly robust estimator,0.2932437452902981,100
cmebis,0.15077078422162238,100
dr_bis,0.15077078422018145,100
ips_estimator,0.4974151761749852,100
Direct,0.19678817213662245,100
doubly robust estimator,0.4546725306594892,100
cmebis,0.26164357340725913,100
dr_bis,0.261643573407835,100
ips_estimator,0.004737211012906113,100
Direct,0.23268481096407226,100
doubly robust estimator,0.3088543239194935,100
cmebis,0.20303288254010957,100
dr_bis,0.20303287504266823,100
ips_estimator,0.16720995530324959,100
Direct,0.2036527842975813,100
doubly robust estimator,0.3198796287070939,100
cmebis,0.24571550627451846,100
dr_bis,0.2457155062741878,100
ips_estimator,0.02314994551203673,100
Direct,0.13820483194868363,100
doubly robust estimator,0.2107484823667989,100
cmebis,0.2050723875038996,100
dr_bis,0.20507237764245298,100
ips_estimator,0.6503223154777381,100
Direct,0.1470684529730779,100
doubly robust estimator,0.07610147634069965,100
cmebis,0.1609233023503605,100
dr_bis,0.16092337375836205,100
ips_estimator,0.05963334048241968,100
Direct,0.20918075448826204,100
doubly robust estimator,0.33761111065050736,100
cmebis,0.22844785957973518,100
dr_bis,0.22844785957789218,100
ips_estimator,0.4023109183240042,100
Direct,0.17869015109774639,100
doubly robust estimator,0.224595012206741,100
cmebis,0.23038546980321248,100
dr_bis,0.23038551529382859,100
ips_estimator,0.14802876065601636,100
Direct,0.2737264140202457,100
doubly robust estimator,0.33397519360614036,100
cmebis,0.20922640311436744,100
dr_bis,0.2092264031146061,100
ips_estimator,0.0033293137425987624,100
Direct,0.23101762641780277,100
doubly robust estimator,0.33617619480784766,100
cmebis,0.17248563768599628,100
dr_bis,0.17248559123495424,100
ips_estimator,0.0022387379321784627,100
Direct,0.17465585545961188,100
doubly robust estimator,0.20615365835482324,100
cmebis,0.11653103880442792,100
dr_bis,0.1165310388040694,100
ips_estimator,0.0030834191435485056,100
Direct,0.19957717635416783,100
doubly robust estimator,0.2807206375119049,100
cmebis,0.17935324658848648,100
dr_bis,0.1793532420695366,100
ips_estimator,0.042501732880822894,100
Direct,0.21804176972160458,100
doubly robust estimator,0.25635230457463676,100
cmebis,0.255918037583973,100
dr_bis,0.25591803758221754,100
