Estimator,MSE,Observation Size
ips_estimator,0.0006291798260322598,2000
Direct,0.16640161068998283,2000
doubly robust estimator,0.0932802705370999,2000
cmebis,0.004485028463836441,2000
dr_bis,0.004485028460097783,2000
ips_estimator,0.05692052243209805,2000
Direct,0.1358454598027803,2000
doubly robust estimator,0.12185453824836462,2000
cmebis,0.025118571873942105,2000
dr_bis,0.025118601365484362,2000
ips_estimator,9.938895669211799e-05,2000
Direct,0.1594617797978211,2000
doubly robust estimator,0.14995347561346878,2000
cmebis,0.03724478135737154,2000
dr_bis,0.037244636656976776,2000
ips_estimator,0.0016813046950719245,2000
Direct,0.10424154235271949,2000
doubly robust estimator,0.051703053704490756,2000
cmebis,0.011756556389754884,2000
dr_bis,0.011756512665226402,2000
ips_estimator,0.06664041157707572,2000
Direct,0.07219027549532987,2000
doubly robust estimator,0.12448462785151068,2000
cmebis,0.004500414483773617,2000
dr_bis,0.004500409823157586,2000
ips_estimator,0.018520906094202316,2000
Direct,0.10468899719993809,2000
doubly robust estimator,0.09909649343194718,2000
cmebis,0.004938014859964453,2000
dr_bis,0.004938014866646316,2000
ips_estimator,0.012959153913659682,2000
Direct,0.17439208175119683,2000
doubly robust estimator,0.10270766155826218,2000
cmebis,0.027932867803612777,2000
dr_bis,0.027932815183046363,2000
ips_estimator,0.007034760725906084,2000
Direct,0.14692558295591934,2000
doubly robust estimator,0.10957723177493808,2000
cmebis,1.7100268602544438e-05,2000
dr_bis,1.7100268005352125e-05,2000
ips_estimator,0.03311153051799319,2000
Direct,0.0964618340651704,2000
doubly robust estimator,0.1126967871992272,2000
cmebis,0.008685155976219144,2000
dr_bis,0.008685155976118346,2000
ips_estimator,0.004275649581126845,2000
Direct,0.11181096044033918,2000
doubly robust estimator,0.12778488718578285,2000
cmebis,0.02187383921099712,2000
dr_bis,0.021873753599770448,2000
ips_estimator,0.025863973251157264,2000
Direct,0.07305629588033602,2000
doubly robust estimator,0.11180197403003952,2000
cmebis,0.002975987536514093,2000
dr_bis,0.0029760165543696675,2000
ips_estimator,0.0001698374603852364,2000
Direct,0.10211180172810301,2000
doubly robust estimator,0.09810250287604737,2000
cmebis,0.008388231628654937,2000
dr_bis,0.008388231639663532,2000
ips_estimator,0.011708159852921897,2000
Direct,0.16525796432684195,2000
doubly robust estimator,0.11606209847948278,2000
cmebis,0.000519230485221035,2000
dr_bis,0.0005192302331313064,2000
ips_estimator,0.00995336813545633,2000
Direct,0.11426982443151197,2000
doubly robust estimator,0.0968166364348983,2000
cmebis,0.025528675765166892,2000
dr_bis,0.0255286339351382,2000
ips_estimator,0.0022756471852313173,2000
Direct,0.19027069504523242,2000
doubly robust estimator,0.11978816366450216,2000
cmebis,0.03254538453007516,2000
dr_bis,0.03254527248585227,2000
ips_estimator,0.011413816125498116,2000
Direct,0.08316883630284931,2000
doubly robust estimator,0.09899461880946325,2000
cmebis,0.015040471199479622,2000
dr_bis,0.01504041537812016,2000
ips_estimator,0.00011077853468670317,2000
Direct,0.15267794976401577,2000
doubly robust estimator,0.11514391408465233,2000
cmebis,0.04048427002541955,2000
dr_bis,0.040484024593304996,2000
ips_estimator,0.0636759926085406,2000
Direct,0.12312894409728271,2000
doubly robust estimator,0.11912397731794606,2000
cmebis,0.014299330581578899,2000
dr_bis,0.014299288878177805,2000
ips_estimator,0.05700449933053909,2000
Direct,0.11363462506569838,2000
doubly robust estimator,0.07718184630180579,2000
cmebis,0.0002938050129853124,2000
dr_bis,0.0002938050096107715,2000
ips_estimator,0.06263094369060512,2000
Direct,0.140255261052307,2000
doubly robust estimator,0.12250282791222221,2000
cmebis,0.02871905360170252,2000
dr_bis,0.028719082930467113,2000
ips_estimator,0.014706315086619978,2000
Direct,0.11638586271777059,2000
doubly robust estimator,0.11108448903847873,2000
cmebis,0.007033040698864408,2000
dr_bis,0.007033040705504605,2000
ips_estimator,0.11173600331431942,2000
Direct,0.09492247997431352,2000
doubly robust estimator,0.07055689894486437,2000
cmebis,0.021523166306618303,2000
dr_bis,0.021523195248851826,2000
ips_estimator,0.05694504377072527,2000
Direct,0.13533971651756355,2000
doubly robust estimator,0.11156829430664995,2000
cmebis,0.031794234205600486,2000
dr_bis,0.03179423648155917,2000
ips_estimator,0.016306433837705154,2000
Direct,0.0739285056800502,2000
doubly robust estimator,0.09712728853011447,2000
cmebis,0.027522915435623855,2000
dr_bis,0.0275228573327439,2000
ips_estimator,0.000612593998639952,2000
Direct,0.11620437335148007,2000
doubly robust estimator,0.0940959925332517,2000
cmebis,0.025939052539775506,2000
dr_bis,0.025939023555263962,2000
ips_estimator,0.0007934001746901629,2000
Direct,0.09054627415664937,2000
doubly robust estimator,0.13810720277514804,2000
cmebis,0.007251819592482983,2000
dr_bis,0.0072517933574067885,2000
ips_estimator,0.010937740605117048,2000
Direct,0.11590221113266148,2000
doubly robust estimator,0.11295581192452789,2000
cmebis,0.00033517745204090984,2000
dr_bis,0.00033517745239469254,2000
ips_estimator,0.003821222890856773,2000
Direct,0.15125823143221817,2000
doubly robust estimator,0.11060460877496267,2000
cmebis,0.002042265054267282,2000
dr_bis,0.002042265046203999,2000
ips_estimator,6.862463182298651e-05,2000
Direct,0.10516623606735817,2000
doubly robust estimator,0.10962228668573888,2000
cmebis,3.8074910418131165e-05,2000
dr_bis,3.80749132125896e-05,2000
ips_estimator,0.003468225618017651,2000
Direct,0.14444997350970468,2000
doubly robust estimator,0.1113064890807834,2000
cmebis,0.03034617366988372,2000
dr_bis,0.030346070734683088,2000
