Estimator,MSE,context_dim
ips_estimator,0.005730244570343819,5
Direct,0.03694515136247406,5
doubly robust estimator,0.01810392720026873,5
cmebis,0.0003410248642564884,5
dr_bis,0.00034102524505939694,5
ips_estimator,0.022368763329946726,5
Direct,0.023350785035643452,5
doubly robust estimator,0.011673717410629551,5
cmebis,9.951016175529261e-06,5
dr_bis,9.950946211351455e-06,5
ips_estimator,0.014529418066554542,5
Direct,0.03661386259564109,5
doubly robust estimator,0.037879362805582927,5
cmebis,0.0003373463103432778,5
dr_bis,0.00033733824298004387,5
ips_estimator,0.01411283855804303,5
Direct,0.05397730585916266,5
doubly robust estimator,0.04140470860530111,5
cmebis,0.004287403313254658,5
dr_bis,0.004287387476377382,5
ips_estimator,0.04623766894407788,5
Direct,0.06639057436502475,5
doubly robust estimator,0.04182260942942578,5
cmebis,0.0006215665012477402,5
dr_bis,0.0006215665075356367,5
ips_estimator,0.01410369893628828,5
Direct,0.03877914582692028,5
doubly robust estimator,0.028210399026066164,5
cmebis,0.0011578950789875896,5
dr_bis,0.0011578927865547436,5
ips_estimator,0.04356697768369574,5
Direct,0.051075562905293054,5
doubly robust estimator,0.03660384295882466,5
cmebis,0.014828634829435744,5
dr_bis,0.014828634837380401,5
ips_estimator,0.013966983636281126,5
Direct,0.04613226576128956,5
doubly robust estimator,0.03000751358326319,5
cmebis,0.008074187362511916,5
dr_bis,0.008074196991084021,5
ips_estimator,0.03152203471530722,5
Direct,0.040646921898033025,5
doubly robust estimator,0.016101695839974818,5
cmebis,0.0011720755543614789,5
dr_bis,0.0011720825153322967,5
ips_estimator,0.003538159340883756,5
Direct,0.031067839150768578,5
doubly robust estimator,0.038760648703619525,5
cmebis,0.00016965474189995752,5
dr_bis,0.00016965397062715748,5
ips_estimator,0.014172443559320742,5
Direct,0.04049823800948894,5
doubly robust estimator,0.029229936224686014,5
cmebis,0.0034221998001616014,5
dr_bis,0.003422191460738211,5
ips_estimator,0.014477948250758705,5
Direct,0.025671616637266394,5
doubly robust estimator,0.024648862498482547,5
cmebis,0.00487167991926006,5
dr_bis,0.004871676179984902,5
ips_estimator,0.014899249849131428,5
Direct,0.039596429441730606,5
doubly robust estimator,0.021820916049363728,5
cmebis,0.003931051963294716,5
dr_bis,0.0039310519536628384,5
ips_estimator,0.036369602574975256,5
Direct,0.02080531811846847,5
doubly robust estimator,0.041625269394001185,5
cmebis,0.004694028247682922,5
dr_bis,0.004694017208772815,5
ips_estimator,0.004933807504752901,5
Direct,0.06454528363281674,5
doubly robust estimator,0.047147170318568334,5
cmebis,0.0007784469003779339,5
dr_bis,0.0007784468901652787,5
ips_estimator,0.06353665949225251,5
Direct,0.030867358640317154,5
doubly robust estimator,0.03827407311419343,5
cmebis,0.00016693638867795307,5
dr_bis,0.00016694066859827838,5
ips_estimator,0.0003228262816696057,5
Direct,0.08688673474785376,5
doubly robust estimator,0.05765564006515408,5
cmebis,0.012093146664979165,5
dr_bis,0.012093128239415165,5
ips_estimator,8.804529340002996e-09,5
Direct,0.014898477592269222,5
doubly robust estimator,0.017907458129798045,5
cmebis,0.002956226814028175,5
dr_bis,0.002956234204026362,5
ips_estimator,0.002277332314608428,5
Direct,0.0205873085612122,5
doubly robust estimator,0.0211723621116104,5
cmebis,5.798932134803562e-06,5
dr_bis,5.798711995935139e-06,5
ips_estimator,0.004418975066380743,5
Direct,0.05306206334487264,5
doubly robust estimator,0.044672042728719615,5
cmebis,0.0019153372720753918,5
dr_bis,0.0019152942998199745,5
ips_estimator,0.013255484595881266,5
Direct,0.05373381924630688,5
doubly robust estimator,0.04766006082424756,5
cmebis,0.009630974479144442,5
dr_bis,0.009630930478262271,5
ips_estimator,0.009406606082346601,5
Direct,0.048919350670804974,5
doubly robust estimator,0.02910562110792943,5
cmebis,0.0009598734893364895,5
dr_bis,0.0009598752014491395,5
ips_estimator,0.033627472090786245,5
Direct,0.04184919731495761,5
doubly robust estimator,0.04196893317350847,5
cmebis,0.00046903133470877287,5
dr_bis,0.00046903200232463086,5
ips_estimator,0.01254870489321728,5
Direct,0.02064479314099117,5
doubly robust estimator,0.013902859431991503,5
cmebis,0.00254066411011526,5
dr_bis,0.0025406641228709966,5
ips_estimator,0.0028609559793399994,5
Direct,0.026432750671707604,5
doubly robust estimator,0.020200776612258588,5
cmebis,0.0021443880561705575,5
dr_bis,0.0021443482029381757,5
ips_estimator,0.03032052863386812,5
Direct,0.04394875940521544,5
doubly robust estimator,0.034186036642582344,5
cmebis,8.073807240741588e-05,5
dr_bis,8.073807222123081e-05,5
ips_estimator,0.009211939840718952,5
Direct,0.022398238870537036,5
doubly robust estimator,0.023093538399085047,5
cmebis,0.0008629826446491229,5
dr_bis,0.0008629841568099758,5
ips_estimator,0.03848874197514207,5
Direct,0.04108627543919317,5
