Estimator,MSE,context_dim
doubly robust estimator,0.04087650359028001,5
cmebis,0.0103592742324848,5
dr_bis,0.010359271806093964,5
ips_estimator,0.018910556404890463,5
Direct,0.044636368982043005,5
doubly robust estimator,0.04211580643908129,5
cmebis,0.002467756813181304,5
dr_bis,0.0024677567913797003,5
ips_estimator,0.002210730578309473,5
Direct,0.021773639206425097,5
doubly robust estimator,0.04163972858392556,5
cmebis,0.008884281001958138,5
dr_bis,0.008884158352197262,5
ips_estimator,0.015316754369083902,10
Direct,0.10958105029802552,10
doubly robust estimator,0.09565632095734646,10
cmebis,6.906629671932642e-06,10
dr_bis,6.906630836374105e-06,10
ips_estimator,0.1035615612836124,10
Direct,0.11638717713363773,10
doubly robust estimator,0.12880888286911346,10
cmebis,0.0009589337979387161,10
dr_bis,0.0009589338010979878,10
ips_estimator,0.02842064888558135,10
Direct,0.14853670507661826,10
doubly robust estimator,0.1474683852437815,10
cmebis,0.008339017103941984,10
dr_bis,0.008339014406269305,10
ips_estimator,0.015100991997189074,10
Direct,0.127091421798148,10
doubly robust estimator,0.09305538953437514,10
cmebis,0.0174840400437929,10
dr_bis,0.017483994987758742,10
ips_estimator,6.60137734849053e-06,10
Direct,0.18542200437477294,10
doubly robust estimator,0.15328434643553288,10
cmebis,0.007747083319529552,10
dr_bis,0.007747083296248393,10
ips_estimator,0.08276890425174115,10
Direct,0.13096804951073068,10
doubly robust estimator,0.147299001822747,10
cmebis,0.03390935466997526,10
dr_bis,0.033909364604716934,10
ips_estimator,0.05364411105804633,10
Direct,0.11999488437874815,10
doubly robust estimator,0.11968547802539686,10
cmebis,7.404104028028362e-07,10
dr_bis,7.404165047882925e-07,10
ips_estimator,0.05570787200119695,10
Direct,0.1451670511108616,10
doubly robust estimator,0.09424878573996366,10
cmebis,0.000729580405235377,10
dr_bis,0.0007295804123032014,10
ips_estimator,0.12297022205466847,10
Direct,0.13596421872676293,10
doubly robust estimator,0.10854598545592062,10
cmebis,0.005832510266278046,10
dr_bis,0.005832510285888757,10
ips_estimator,0.004698702879361295,10
Direct,0.15223257761041464,10
doubly robust estimator,0.08509146297026568,10
cmebis,0.0005146134303360534,10
dr_bis,0.0005146134400428017,10
ips_estimator,0.01072478460716229,10
Direct,0.13418573638586337,10
doubly robust estimator,0.07665324519240525,10
cmebis,0.023772184289761453,10
dr_bis,0.02377208070606088,10
ips_estimator,0.00017231556832911584,10
Direct,0.13804747079939442,10
doubly robust estimator,0.08438952272524143,10
cmebis,0.022221995057083773,10
dr_bis,0.022221902766378906,10
ips_estimator,0.01400172392547894,10
Direct,0.14882042196963274,10
doubly robust estimator,0.13565774336207778,10
cmebis,0.007168869470633946,10
dr_bis,0.007168869478512227,10
ips_estimator,0.010458201379415232,10
Direct,0.10360791415770258,10
doubly robust estimator,0.16879672906343263,10
cmebis,0.01063915764187452,10
dr_bis,0.010639157632873267,10
ips_estimator,0.016832430609850922,10
Direct,0.11639975523248033,10
doubly robust estimator,0.11338544730198256,10
cmebis,0.02945031990515617,10
dr_bis,0.029450187632346372,10
ips_estimator,0.011950976098265802,10
Direct,0.1501850802549818,10
doubly robust estimator,0.12404617033673183,10
cmebis,0.014109052249383415,10
dr_bis,0.014109052236032546,10
ips_estimator,0.010587817491406889,10
Direct,0.11430293782674156,10
doubly robust estimator,0.14248536883304538,10
cmebis,0.03313807111166516,10
dr_bis,0.033137985035328964,10
ips_estimator,0.04248035473451411,10
Direct,0.1334727490144872,10
doubly robust estimator,0.10530219201037941,10
cmebis,0.026451945916829585,10
dr_bis,0.026451950112638574,10
ips_estimator,0.017984943459282435,10
Direct,0.11258457898076835,10
doubly robust estimator,0.13045293245599043,10
cmebis,0.04670966709187532,10
dr_bis,0.04670962964844389,10
ips_estimator,0.0164782399417689,10
Direct,0.15214595021103017,10
doubly robust estimator,0.12050983977754358,10
cmebis,0.007115287546466867,10
dr_bis,0.0071152875414942736,10
ips_estimator,0.02231958288331308,10
Direct,0.11377618896003484,10
doubly robust estimator,0.07931456288299996,10
cmebis,0.0008462306948176893,10
dr_bis,0.0008462307211943836,10
ips_estimator,0.0546921806799105,10
Direct,0.1522562504732478,10
doubly robust estimator,0.14233484484268957,10
cmebis,0.04523597661465515,10
dr_bis,0.04523596950013014,10
ips_estimator,0.04524759041738414,10
Direct,0.18529009807836733,10
doubly robust estimator,0.13928209592294669,10
cmebis,0.049263707827325295,10
dr_bis,0.04926368181907283,10
ips_estimator,0.008882409905655912,10
Direct,0.14096604054215542,10
doubly robust estimator,0.13402161425619386,10
cmebis,0.019993113836767686,10
dr_bis,0.01999311372587137,10
ips_estimator,0.06138796938649372,10
Direct,0.13867075566363374,10
doubly robust estimator,0.15869697986759843,10
cmebis,0.04206275927062711,10
dr_bis,0.042062804743936755,10
ips_estimator,0.1040062482344075,10
Direct,0.20219908283623983,10
doubly robust estimator,0.13675292706339845,10
cmebis,0.017168443758186644,10
dr_bis,0.01716845360292546,10
ips_estimator,0.05005570642058438,10
Direct,0.18521905588048668,10
doubly robust estimator,0.14139277447265025,10
cmebis,0.028163510410965677,10
dr_bis,0.02816350941394898,10
ips_estimator,0.059874259356276285,10
Direct,0.14018460225255827,10
doubly robust estimator,0.15556622868682715,10
cmebis,0.03835902752112334,10
dr_bis,0.03835902587213631,10
ips_estimator,0.013989693427253615,10
Direct,0.11555237965915113,10
doubly robust estimator,0.1013029885950441,10
cmebis,0.0005799599274119107,10
dr_bis,0.0005799575511443262,10
ips_estimator,0.00026864557434232573,10
Direct,0.15451924494418992,10
doubly robust estimator,0.1022201806812971,10
cmebis,0.006752929421223187,10
dr_bis,0.006752929416973091,10
ips_estimator,0.093889479399518,15
Direct,0.21358381787828812,15
doubly robust estimator,0.18939620573439359,15
cmebis,0.1147343174236457,15
dr_bis,0.11473427585742164,15
ips_estimator,0.013273371192212726,15
Direct,0.1589246481031987,15
doubly robust estimator,0.19876047342460407,15
cmebis,0.015017802678320908,15
dr_bis,0.0150178026066173,15
ips_estimator,0.14141004511817012,15
Direct,0.23296317374006928,15
doubly robust estimator,0.24460227376803628,15
cmebis,0.027726564048116714,15
dr_bis,0.027726564044851083,15
ips_estimator,0.2562527369382021,15
Direct,0.193651453670829,15
doubly robust estimator,0.13018591630787485,15
cmebis,0.02427556834000002,15
dr_bis,0.024275592386607803,15
ips_estimator,0.08243144074079399,15
Direct,0.1543630834920358,15
doubly robust estimator,0.14868364480283555,15
cmebis,0.03084552203605706,15
dr_bis,0.030845522048283936,15
ips_estimator,0.007351896355392666,15
Direct,0.25371690874897435,15
doubly robust estimator,0.2095206838733488,15
cmebis,0.024327822063963205,15
dr_bis,0.024327822042783033,15
ips_estimator,0.05373822207797306,15
Direct,0.22713818073412545,15
doubly robust estimator,0.20887413140491665,15
cmebis,0.045580655321003874,15
dr_bis,0.045580654302790444,15
ips_estimator,0.011456972959646133,15
Direct,0.2003075187245418,15
doubly robust estimator,0.19433920771557797,15
cmebis,0.014993647762051575,15
dr_bis,0.014993647757793091,15
ips_estimator,0.006487532550710294,15
Direct,0.18775877716660322,15
doubly robust estimator,0.196216365226893,15
cmebis,0.01553642073446576,15
dr_bis,0.015536420719646692,15
ips_estimator,0.04629066449969987,15
Direct,0.2087705733687956,15
doubly robust estimator,0.18376033176636872,15
cmebis,0.09759664641216094,15
dr_bis,0.09759661021403071,15
ips_estimator,0.004768016320046987,15
Direct,0.22790588766645975,15
doubly robust estimator,0.23361211268773005,15
cmebis,0.017872741886655483,15
dr_bis,0.017872741850548473,15
ips_estimator,0.15208480097976393,15
Direct,0.3017488693586665,15
doubly robust estimator,0.23915172864334114,15
cmebis,0.12818544769520224,15
dr_bis,0.12818543117622244,15
ips_estimator,0.00012597066278608886,15
Direct,0.19601878762099362,15
doubly robust estimator,0.223796835291642,15
cmebis,0.07909682882517853,15
dr_bis,0.07909651662571739,15
ips_estimator,0.017023584968404466,15
Direct,0.25212546660910445,15
doubly robust estimator,0.2368402570307958,15
cmebis,0.02677369169087464,15
dr_bis,0.026773691654596463,15
ips_estimator,0.01586375693233494,15
Direct,0.18680009461319452,15
doubly robust estimator,0.1830862764593102,15
cmebis,0.08686315733214035,15
dr_bis,0.08686308168923267,15
ips_estimator,0.44406728134792295,15
Direct,0.22152277855978178,15
doubly robust estimator,0.23464554054476772,15
cmebis,0.022445242969066075,15
dr_bis,0.022445243026019933,15
ips_estimator,0.011636185179357675,15
Direct,0.21435701558460246,15
doubly robust estimator,0.2007193552764278,15
cmebis,0.09231845416185507,15
dr_bis,0.09231834353177633,15
ips_estimator,0.017718597931970708,15
Direct,0.18900908495065186,15
doubly robust estimator,0.1727223227870903,15
cmebis,0.09044977860627808,15
dr_bis,0.09044973512754854,15
ips_estimator,0.10625912721379127,15
Direct,0.17715937343965868,15
doubly robust estimator,0.21072077550504947,15
cmebis,0.08683852102758904,15
dr_bis,0.08683849701471245,15
ips_estimator,0.013303593253187402,15
Direct,0.2169574118206274,15
doubly robust estimator,0.2218170384737507,15
cmebis,0.09867507913795914,15
dr_bis,0.09867482186205025,15
ips_estimator,0.03219669713379437,15
Direct,0.21732902413468666,15
doubly robust estimator,0.1979115732635184,15
cmebis,0.08798467496945822,15
dr_bis,0.08798461933518692,15
ips_estimator,0.014662426168050297,15
Direct,0.23085126261530883,15
doubly robust estimator,0.23074497358443313,15
cmebis,0.09409674624530513,15
dr_bis,0.09409666912526907,15
ips_estimator,0.011912530821239371,15
Direct,0.18137093267133458,15
doubly robust estimator,0.21543563650541347,15
cmebis,0.07332826617519853,15
dr_bis,0.07332820529469102,15
ips_estimator,0.07532259442972158,15
Direct,0.20941489839967484,15
doubly robust estimator,0.17360242940966197,15
cmebis,0.0261074089014137,15
dr_bis,0.026107408455669837,15
ips_estimator,0.044627065276586435,15
Direct,0.26812753332134015,15
doubly robust estimator,0.21115258478673904,15
cmebis,0.11223556565681318,15
dr_bis,0.11223554857967213,15
ips_estimator,0.0011734564806818771,15
Direct,0.15621205058043267,15
doubly robust estimator,0.1676028650319829,15
cmebis,0.018449467285734406,15
dr_bis,0.018449467213128352,15
ips_estimator,0.014253475745279897,15
Direct,0.2508029620492894,15
doubly robust estimator,0.21208726063504474,15
cmebis,0.09378990851830077,15
dr_bis,0.09378975422563227,15
ips_estimator,0.0010619088145705808,15
Direct,0.20129374466094233,15
doubly robust estimator,0.22388118316720063,15
cmebis,0.11137854751314144,15
dr_bis,0.11137794073527191,15
ips_estimator,0.020460465321395515,15
Direct,0.2107915177891276,15
doubly robust estimator,0.2336807414134249,15
cmebis,0.019540985044808185,15
dr_bis,0.019540985038953313,15
ips_estimator,1.645818122744221e-05,15
Direct,0.19981216395486212,15
doubly robust estimator,0.21260172242016598,15
cmebis,0.06359733630214515,15
dr_bis,0.06359716409005092,15
