,times,p_values,stat_values
0,0.01362299919128418,0.7557747127816241,-0.6927753012740696
1,0.009891748428344727,0.05202963615322709,1.6254849301132477
2,0.01116180419921875,0.9263609233079516,-1.449212838069273
3,0.012563943862915039,0.14493549427716046,1.0584046759959156
4,0.01178288459777832,0.8832796684694597,-1.1915425498803691
5,0.009981870651245117,0.8782336345092282,-1.1662021315263298
6,0.01022481918334961,0.5540725492842675,-0.13595747162615562
7,0.010643243789672852,0.7623688237563802,-0.7139431197194722
8,0.010302066802978516,0.6871941354202158,-0.48791262844610217
9,0.015040874481201172,0.3413819978471492,0.40869432947544526
10,0.009578943252563477,0.8034328638986149,-0.8539471515857494
11,0.00935506820678711,0.9384977186078517,-1.5422841338315014
12,0.011314868927001953,0.5763190843104621,-0.19248561936189926
13,0.009601831436157227,0.11849454872870657,1.1825460683475122
14,0.011036157608032227,0.6193434776492265,-0.30375697899609266
15,0.009351968765258789,0.8714911342436382,-1.1334680964790715
16,0.009491920471191406,0.4080381763178773,0.232594430366735
17,0.01229095458984375,0.3359239767431115,0.4236131637536843
18,0.009491920471191406,0.8836545794622597,-1.1934559830228177
19,0.009562969207763672,0.4115236977442114,0.22362720203895806
20,0.011858940124511719,0.4503667738712256,0.1247347474347596
21,0.009660959243774414,0.9086973037889656,-1.3327757914080516
22,0.009791135787963867,0.8605189618937845,-1.0826538935517656
23,0.010168075561523438,0.9771961630578703,-1.9990062846352017
24,0.00941610336303711,0.6208997885223917,-0.3078448097593037
25,0.01002192497253418,0.46150146516857027,0.0966517851807458
26,0.009668111801147461,0.3943188932270256,0.26807993996937396
27,0.014528036117553711,0.3895402092856304,0.2805176076599669
28,0.011873245239257812,0.09663987193823553,1.3009378065971007
29,0.009437799453735352,0.8680319608325813,-1.1171362378171443
30,0.009462118148803711,0.8714101063638802,-1.1330820769226433
31,0.011030912399291992,0.8692367659726601,-1.1227905305350547
32,0.009588956832885742,0.9100418076966456,-1.341012529550077
33,0.010641098022460938,0.5215268674868732,-0.05398606693731945
34,0.009301900863647461,0.9824361926710559,-2.1068842443552427
35,0.009428024291992188,0.5412472565774578,-0.10357643797489428
36,0.012471914291381836,0.4408330752836098,0.14885740750037652
37,0.009527206420898438,0.7318647666071447,-0.6184625653192881
38,0.009626150131225586,0.9116991235533731,-1.3512925021549116
39,0.011291265487670898,0.894264761594856,-1.2495322190805143
40,0.009471893310546875,0.7539093908449788,-0.6868437158187702
41,0.009524822235107422,0.759063717418634,-0.7032939742020939
42,0.011462926864624023,0.7309658830327832,-0.6157368170607594
43,0.009760856628417969,0.9468808470552603,-1.6153343632470407
44,0.01140284538269043,0.7979436371180784,-0.8342986262830754
45,0.014745235443115234,0.7038572448959737,-0.5355269743005635
46,0.009480953216552734,0.6328963669402702,-0.3395342950542626
47,0.01070094108581543,0.17720135141883664,0.9260832791943953
48,0.009478092193603516,0.6968835857638713,-0.5154582620775199
49,0.011425971984863281,0.6000124481848917,-0.2533793238586612
50,0.009541749954223633,0.5518659088967974,-0.13037697521683872
51,0.00997614860534668,0.5570076415469163,-0.1433867878702904
52,0.012068033218383789,0.8359003178883866,-0.9777472136800388
