p_value,stat,time
0.0682383920528793,1.4890401966886226,0.0436248779296875
0.054129086979431085,1.6060716231087229,0.03776693344116211
0.06834124481105175,1.4882594302357974,0.04552817344665527
0.08008903669877054,1.4044729087863885,0.04914689064025879
0.12859103332172261,1.1330766486259967,0.06850910186767578
0.12845161897420443,1.1337409239331704,0.04938793182373047
0.021165971232062097,2.030242040299501,0.049941062927246094
0.01416489087980144,2.1926891672183104,0.0560610294342041
0.13681359806771387,1.0947476742430775,0.046198129653930664
0.00023415100547319323,3.4982613369061135,0.05599784851074219
0.22446931557939975,0.7571856750194363,0.04822826385498047
0.09467486351534904,1.3125052167547995,0.036377906799316406
0.10716156166702473,1.241765423830648,0.0592041015625
0.022685318398374732,2.0012018954267172,0.050897836685180664
0.19687109648437628,0.8528505395752001,0.0473480224609375
0.06191728426068566,1.5388760115057112,0.05571722984313965
0.07141630916635278,1.4653237185751422,0.03436779975891113
0.03033451642702345,1.8758998529720465,0.048483848571777344
0.04582691611035383,1.6867375299736214,0.04737997055053711
0.0613711734074589,1.5433645625955037,0.04446005821228027
0.08056273135468228,1.4012963818565312,0.04581713676452637
0.0031689516580570842,2.729767362249769,0.04592490196228027
0.13615622058465382,1.097752813431917,0.047620296478271484
0.07155922688344807,1.4642763594900878,0.20648431777954102
0.01641692939255346,2.134109006719677,0.03747892379760742
0.12914989912343455,1.130418794706052,0.04118704795837402
0.015165752528030874,2.1657341866297606,0.0404810905456543
0.1234215887873612,1.1580511151413675,0.04878807067871094
0.15696681578478033,1.0070023777150252,0.055672645568847656
0.07659228593291056,1.4283728416684227,0.03237414360046387
0.1724944022542142,0.9443539515114677,0.0346071720123291
0.037810728104053504,1.7766766501873155,0.04887700080871582
0.030349239372080006,1.8756854955599491,0.04769420623779297
0.030693614636714717,1.8706960021131636,0.04802894592285156
0.048529773750772276,1.6592791856718938,0.07163286209106445
0.1942223870369647,0.8624412051384104,0.04912900924682617
0.2208816262840939,0.7692191017728313,0.049399614334106445
0.20619836976575212,0.8196831826970856,0.04181814193725586
0.05159270113062575,1.6296031309134522,0.03737592697143555
0.008127911969538437,2.4031206333782835,0.046939849853515625
0.0717155522633699,1.4631325799289732,0.03699898719787598
0.005892166860236414,2.518537491057953,0.04558897018432617
0.055286111425877915,1.5956264307628307,0.03599381446838379
0.001595564345991729,2.948700691231212,0.04673886299133301
0.020838184527510295,2.0367373544935523,0.05159616470336914
0.1591651127721312,0.9978951056714005,0.043473005294799805
0.1022901783407244,1.268609549552511,0.04168987274169922
0.05603586504804803,1.5889497847985834,0.05496811866760254
0.23665513629099266,0.7171034412114882,0.04767584800720215
0.04754643119052537,1.6691237247609996,0.04485297203063965
0.019567599010050896,2.0627625052718916,0.04403209686279297
0.01296356261138365,2.2273015768509814,0.04745912551879883
0.01701143947054551,2.119800431123942,0.04189300537109375
0.027443019158483684,1.9197772765583747,0.056391239166259766
0.09135546535264139,1.3324543560120878,0.041246891021728516
0.03743683179718038,1.7812374773392212,0.05325722694396973
0.15025939235467722,1.0353215163638385,0.04618120193481445
0.1776212353340978,0.9244684498799488,0.052520036697387695
0.08550580113081763,1.3689605645414027,0.040216922760009766
0.06390664128023194,1.5227818888558242,0.058608055114746094
0.1780747799051705,0.9227268691988068,0.03983783721923828
0.030427461719332638,1.874548067111234,0.04691720008850098
