p_value,stat,time
8.287101227466565e-09,5.644416886134262,0.04505515098571777
0.0019687046062349944,2.8831331891925864,0.053336143493652344
0.0047873116499448365,2.590824761092223,0.038928985595703125
0.024952509329528083,1.9607772016864873,0.04235219955444336
0.0011970104283933747,3.0364244622158703,0.03714799880981445
2.744023435141685e-07,5.008413715294277,0.05210113525390625
0.001299676336268707,3.01152935644198,0.04026079177856445
0.09959803685989921,1.2838453456779504,0.05035996437072754
1.2846677352240654e-05,4.208621336576066,0.05411195755004883
3.89926241345373e-05,3.9505087448860654,0.057350873947143555
5.662786667359754e-07,4.86708603519615,0.04735898971557617
4.882859666599515e-07,4.896301507663484,0.05382680892944336
0.0019536170668482677,2.8855556211712177,0.035984039306640625
0.011688756162331337,2.267208164336595,0.04339098930358887
0.03624636176886664,1.796011277102632,0.04502725601196289
0.0009214304097910908,3.114453371594723,0.04618024826049805
3.357996263086971e-05,3.986129290809569,0.04008817672729492
5.8228123966941325e-06,4.384118731895596,0.050373077392578125
4.6178578894107147e-07,4.907260864256276,0.043725013732910156
0.0010938969849788593,3.0634792224301464,0.05425310134887695
1.058610921145231e-08,5.602139388632903,0.047540903091430664
6.385994707480691e-07,4.843269457973974,0.04350590705871582
4.639517574112073e-05,3.908709784337262,0.06279873847961426
0.5067592413714594,-0.01694371622906995,0.06206488609313965
4.4210081221685016e-05,3.920350805659902,0.033588409423828125
2.892786696184757e-06,4.53407768551486,0.04902386665344238
0.00033418875427293493,3.4022324987577526,0.05101299285888672
7.152426105827558e-07,4.820709525440513,0.042546987533569336
0.0049946964216679435,2.5761962592650387,0.04266810417175293
0.027705266005515816,1.9156431593551064,0.037902116775512695
4.898994101387721e-06,4.421584170443853,0.053067922592163086
1.8987406513737426e-07,5.078839106999328,0.052208900451660156
1.1032129527577261e-05,4.242907302792839,0.09588217735290527
0.01603664817680439,2.1434959448896875,0.11187314987182617
3.465684674885949e-05,3.978629367576763,0.05424904823303223
3.8561931425817875e-11,6.50610602081552,0.04849886894226074
4.5814265181576275e-07,4.908814640252525,0.03619194030761719
1.0023684254845122e-06,4.752946221438844,0.04503893852233887
0.00622539343547146,2.4991037067661717,0.04085087776184082
0.14081743706790306,1.0766539908259631,0.052427053451538086
3.848482488244542e-08,5.37409177439132,0.050050973892211914
0.04853488427550867,1.6592284412230873,0.053817033767700195
4.6048801653708615e-05,3.910520079401946,0.03472614288330078
0.0001238118689766976,3.664705098641975,0.05092501640319824
0.007246417698597241,2.444810288201661,0.05286812782287598
1.112062088759469e-05,4.241114716695567,0.05464291572570801
0.0002876871169654738,3.442964783253689,0.039656877517700195
8.834852978578667e-05,3.750195069224129,0.037363290786743164
0.06085270469885906,1.5476548855842323,0.05735182762145996
0.0002445687711372102,3.48663549066659,0.03649091720581055
0.0013724091051225962,2.994958903216705,0.037271976470947266
0.012763669137657474,2.233327758547839,0.04866623878479004
2.1723634840431494e-05,4.088339122026091,0.0530390739440918
0.028834734313430643,1.8982020671381463,0.04815411567687988
0.02235564565064707,2.007360501940525,0.036279916763305664
9.551937019125489e-11,6.3683771079263,0.0479888916015625
2.4584601021615526e-10,6.2217333775895804,0.05630302429199219
4.284157809619771e-07,4.921956741733063,0.052351951599121094
0.005155051560782331,2.565251541734586,0.04318594932556152
1.899885130296486e-05,4.11932915920115,0.07327818870544434
4.016528817718523e-05,3.9434117014440457,0.09807729721069336
6.376176622913121e-06,4.364311883059219,0.09335803985595703
2.1171385422569244e-08,5.4807913068411125,0.051975250244140625
5.105157163232121e-06,4.412670893691463,0.05435800552368164
1.3355553100113937e-06,4.694613660022363,0.04223990440368652
0.0017323647604182701,2.923182880870106,0.04504108428955078
0.00032594424264176247,3.4090528532771804,0.047132015228271484
9.270607693734334e-07,4.76870693579509,0.053041934967041016
2.1408974422709726e-05,4.09172323562437,0.04011392593383789
0.00029345521702228705,3.437592401356208,0.04667019844055176
5.4659270470547305e-05,3.868919908865185,0.04560089111328125
8.902157314039094e-05,3.748291656114599,0.04600405693054199
0.002623396429874525,2.791477973497024,0.05444192886352539
1.4128741273600198e-06,4.683095465835173,0.04692196846008301
0.0004137052326896873,3.343458574081887,0.05301189422607422
8.49894240828597e-06,4.3010654409372355,0.0494990348815918
1.1335276840496178e-06,4.728032828776827,0.049494028091430664
2.049306959306385e-05,4.101849187668852,0.05751490592956543
1.9060793810976584e-05,4.118579003409781,0.09075212478637695
0.006490844408093777,2.484271233779063,0.044435977935791016
8.074558932591458e-07,4.7964637340403655,0.050874948501586914
2.4330500327796045e-06,4.570479292088588,0.05641603469848633
0.00046445815271456414,3.311215535788048,0.043801069259643555
0.0002808077751117466,3.4495048942586597,0.0479888916015625
0.005572459300345001,2.538121810037171,0.04291200637817383
1.178850682514998e-06,4.720064270964218,0.03476524353027344
5.276304898549355e-07,4.881043241084902,0.04727482795715332
3.084158689570238e-05,4.006277508231818,0.042244672775268555
2.1634919522561802e-07,5.053979359774516,0.04185223579406738
5.926448221060809e-09,5.701828621956265,0.052970170974731445
1.0076625089894264e-08,5.610680534802073,0.05208587646484375
3.3766258910494784e-05,3.984815704905587,0.0471951961517334
0.0007823455865180184,3.1624099555513348,0.06542611122131348
0.00025478035487591644,3.4756795780647534,0.03690195083618164
3.846998345091723e-05,3.953737037837998,0.051957130432128906
5.604724167773689e-06,4.3924227141592285,0.054090023040771484
1.8872569574890363e-06,4.623427122072011,0.08821415901184082
3.703344988448265e-07,4.950384772324834,0.06125998497009277
1.1256220771471703e-05,4.23839401506392,0.06407403945922852
1.1935570520926753e-05,4.225216274038917,0.04454994201660156
0.006683983637609803,2.4738129334244348,0.050642967224121094
0.0002147317461471676,3.5212833198295335,0.0894160270690918
0.0005023874212812807,3.28918632311611,0.050729990005493164
1.718285558283128e-08,5.51760175321997,0.054898977279663086
0.0015257849427966486,2.9624947750251263,0.048787832260131836
3.3961934610360345e-05,3.9834433481163516,0.05553293228149414
0.0003093031587299011,3.423322525522539,0.0448148250579834
0.0008017760303057342,3.1552598706080133,0.04942202568054199
6.597740851710387e-05,3.822781283469825,0.04951214790344238
0.00028997140911424246,3.4408253132388507,0.05003809928894043
0.0003795939438531182,3.367261040475032,0.04467296600341797
4.151849480715786e-05,3.935461459510034,0.03890705108642578
3.745449062009243e-09,5.779531379307318,0.08396315574645996
