ips_estimator,slate_estimator,Direct,doubly robust estimator,cmebis,dr_bis,actual_value,null_reward,ips_estimator_square_error,slate_estimator_square_error,Direct_square_error,doubly robust estimator_square_error,cmebis_square_error,dr_bis_square_error,context_dim
0.6952241421490141,0.68271412715295431983,0.4522808,0.4342608653743038,0.6858122172994893,0.6858158788512965,0.7322,0.449,0.0013672140638163151,0.0024488516114339721821,0.07835476434327636,0.0887677279415087,0.002151826383869799,0.0021514866947376027,5
0.6193620217561587,0.667608886786964395,0.5300535,0.44791894319339554,0.6428564090040831,0.6428566496369467,0.73193,0.454,0.012671549725905914,0.0041372056049641435863,0.040754122721596474,0.08066228038840428,0.007934104612907876,0.007934061744899249,5
0.7139201808134323,0.90297318248309876854,0.47838533,0.49375614846099325,0.6666236673478518,0.6666283475709481,0.73212,0.46,0.0003312334184237562,0.02919080996460306568,0.06438128314237639,0.05681732572050965,0.004289769590880849,0.004289156537887735,5
0.7738996416722193,0.6433701130900654208,0.49855313,0.5245020118617727,0.6630027262767387,0.6630073854892943,0.73304,0.478,0.001669510317582154,0.008040688618440464466,0.054984093585681966,0.04348809249673944,0.004905219710587027,0.004904567095205113,5
0.6894688015295672,0.66882082612220328244,0.48876643,0.49439211866480953,0.7552945532639385,0.7552946766537811,0.73239,0.475,0.001842229278138278,0.004041039867505551511,0.05935244297837224,0.0566429915200394,0.0005246185602205947,0.0005246242126142673,5
0.6463123883225803,0.82937481287780701056,0.49087873,0.5621913170274135,0.802146532590598,0.8021454792051054,0.73354,0.473,0.007608656238946718,0.009184311359324282692,0.05888449146669935,0.02936037115643993,0.004706856314104787,0.00470671177696215,5
0.5612160155066069,0.49041449356841959606,0.44602162,0.46015388389248624,0.5775035458808268,0.5775063559847652,0.73295,0.462,0.029492561429976968,0.058823471880023174563,0.0823278972815127,0.07441772096334412,0.02416360009822423,0.024162726464735045,5
0.5550465330394506,0.7360610225000802087,0.4770578,0.5027876431902052,0.6664682944361396,0.6664695384051318,0.73234,0.441,0.031432973426891414,1.3846008446103375724e-05,0.06516899418357847,0.052694284516931346,0.00433908159389191,0.004338917710721007,5
0.6049553112349244,0.73725162292919099727,0.5179367,0.4958937768463152,0.8019568923748278,0.8019568924990194,0.73173,0.447,0.01607182171148178,3.0488319772167367047e-05,0.04570757232720428,0.05561872415139461,0.00493181641262565,0.004931816430068823,5
0.6227912737222072,0.482637206658820761,0.45698878,0.46596792306603163,0.6607027745751158,0.6607027748751482,0.73126,0.44,0.01176546458032674,0.06181329336877074143,0.07522470119292392,0.07037988608393861,0.004978322059657923,0.004978322017319026,5
0.669950626800005,0.79963360202191702264,0.41629443,0.4567399740351718,0.6726788618837795,0.6726832232925678,0.73084,0.437,0.0037075157686882816,0.00473255967914990288,0.09893891829540018,0.07513082423391952,0.0033827179869740875,0.003382210676998134,5
