ips_estimator,slate_estimator,Direct,doubly robust estimator,cmebis,dr_bis,actual_value,null_reward,ips_estimator_square_error,slate_estimator_square_error,Direct_square_error,doubly robust estimator_square_error,cmebis_square_error,dr_bis_square_error,context_dim
0.7381769774702457,1.0273732431223130401,0.36346924,0.43768440467941944,0.5973925232195557,0.5973926178718529,0.83867,0.393,0.010098847577165714,0.035608913964878786962,0.22581575940621265,0.16078944765460043,0.058214820801537843,0.05821477512661191,10
0.5955339708424888,1.037247966572193647,0.4384871,0.45802716225468004,0.6164038463510647,0.6164049650598465,0.8406,0.418,0.06005735864703012,0.03867042275697855913,0.16169477427579398,0.14636197618050692,0.05026391531097701,0.05026341369181664,10
0.5558497565061665,0.70294447506629731404,0.43824252,0.37617108744849587,0.730097030510205,0.7300970305010028,0.84047,0.395,0.08100868300648909,0.018913270008290503088,0.1617869417556576,0.21557348019650932,0.012182192393995223,0.01218219239602657,10
0.8359335910308612,0.9321767843378827578,0.38614365,0.41292147047852584,0.574218238899783,0.5742236938058161,0.83973,0.403,1.4412721060957511e-05,0.008546407934415000893,0.20574057274704033,0.18216552087228305,0.07049649528253871,0.07049359862887974,10
0.8912550235664538,1.1892868334509345551,0.41976315,0.43572731315036933,0.6115938131271573,0.61160937285728,0.83935,0.387,0.002694131471434121,0.12245578740566713527,0.17605312651312124,0.16291127333971506,0.05187288065885725,0.05186579325135943,10
0.5933119833498043,0.7095400361375291398,0.36611778,0.3983124534240909,0.577501562878937,0.577501797082556,0.84031,0.404,0.061008020229130364,0.017100783448591939245,0.22485826583295657,0.19536183117912295,0.06906827462201576,0.06906815152069642,10
0.5627759133717704,1.4067554016521131022,0.46833166,0.4762411859697364,0.6616863425607289,0.6616865014642879,0.84161,0.423,0.07774844786579906,0.3193893250085283464,0.13933671552920282,0.13349437026588132,0.032372522506324164,0.0323724653253304,10
0.4248441233919721,1.1198782960121631547,0.39848292,0.44283443276242435,0.6455454508632884,0.6455435171375288,0.84041,0.402,0.17269499780099867,0.07810252847594199854,0.19529954515158468,0.15806633166428002,0.03797219251025388,0.03797294614318979,10
0.7800169884223382,1.136032716968829348,0.34518227,0.3664132134979577,0.719632494605087,0.7196324945734474,0.84168,0.388,0.003802326996826846,0.08664352198693181517,0.2465099960822032,0.22587851835197786,0.014895593573121303,0.014895593580844394,10
0.5713496160179204,0.8094960527014039009,0.39973646,0.3924722559990579,0.6001008760789845,0.6001012975310399,0.83826,0.398,0.07124115307746115,0.00082736466419641154987,0.19230289160525368,0.1987267127014495,0.056719768306825596,0.05671956756169866,10
0.7346923709079656,0.83043238146631104257,0.38956633,0.4236585436150174,0.648395222241986,0.6484000458416856,0.83942,0.383,0.010967876295238746,8.0777286907110932494e-05,0.20236832252144438,0.17285758861536182,0.03649046571749867,0.03648862288664454,10
0.04971763959988149,1.0476873337363385996,0.39086798,0.42148283882046017,0.6097213727322257,0.6096769523308406,0.84175,0.397,0.6273152599209831,0.042410185426432121802,0.20329459746123435,0.1766244867659093,0.053837283871767734,0.05385789945445192,10
0.8232460303120962,0.9390575038037132227,0.36713946,0.40271378913672984,0.7260602951008968,0.7260602954344578,0.83928,0.385,0.0002570881839526187,0.009955550265300001228,0.2229166907803117,0.19059005646751329,0.012818701577440028,0.012818701501908657,10
0.7827855269678882,0.7975443055567670303,0.37729347,0.4263490596668329,0.621381232707127,0.6213824617740552,0.8396,0.386,0.003227884345916564,0.0017686814351025815974,0.21372732997213953,0.17077633968624684,0.04761943039882108,0.04761889398939168,10
0.7264536614662999,0.9422340966792457362,0.41061682,0.41872122150018304,0.626587378828632,0.6265925431195346,0.83949,0.417,0.012777213829105254,0.01055634940243420708,0.1839322087346931,0.177046364960228,0.045327526101639,0.0453253271461696,10
0.7309959350043655,0.9590165154943196546,0.43758398,0.422543698136167,0.6661817963483402,0.6661849505727313,0.84079,0.406,0.012054736708265611,0.013977508965928591919,0.16257509218976943,0.17492996902277255,0.030488024782459523,0.030486923285498957,10
0.6972184144410057,0.76763963351474340246,0.4424563,0.4090601575636508,0.6749414644654691,0.6749414644480296,0.84066,0.406,0.02057548846767826,0.0053319739216411855126,0.15856618269014358,0.18627842399108144,0.027462633019709567,0.027462633025489663,10
0.6739162866627982,1.2723329023029714691,0.45150068,0.4645653372495339,0.6818947282090663,0.6818946676880828,0.84137,0.437,0.02804074611041773,0.18572902316140049717,0.1519980835404491,0.14198175387049244,0.025432362312792167,0.0254323816159964,10
0.5182731008387101,0.65515961182002446783,0.3948527,0.38997480567423826,0.5919515039840801,0.5919527392800394,0.83937,0.371,0.10310321865099552,0.03393346711341727051,0.19759563191136006,0.20195604068308912,0.06121591217077973,0.061215300902168916,10
0.6787372648050469,1.1429128160243493539,0.42157152,0.4468688262618996,0.8084143039089475,0.8084146984090268,0.84039,0.411,0.02613160679600961,0.09152005421530233498,0.17540891671753808,0.15485891418021216,0.0010224451405073463,0.0010224199118336913,10
0.7355857460178382,0.765325739438828756,0.41931385,0.45339340372032444,0.6813561561953859,0.6813561562309364,0.83998,0.425,0.01089816026449209,0.0055732586199352387654,0.17696001142279938,0.14944919642310484,0.025161523823350587,0.02516152381207229,10
0.6168641014964216,0.6486634229443741795,0.3647229,0.4127403478016239,0.7308995621952654,0.7308995621824368,0.83997,0.386,0.04977624194708904,0.036598206424740077625,0.22585979888865895,0.18252517571754542,0.011896360402916474,0.011896360405714922,10
0.5987673389821901,0.8571191182210899928,0.37277037,0.4225546677022744,0.5802232966044756,0.5802244281270296,0.84111,0.383,0.05872996534919311,0.00025629186621683373816,0.21934200991567807,0.1751885661948595,0.06806187200858435,0.06806128161148683,10
0.7833341157796699,1.4751940826854137434,0.35310113,0.3904567868611798,0.751752766693625,0.7517527667444669,0.8407,0.399,0.003290844672380314,0.4025827409628045528,0.23775265383170047,0.2027189509775691,0.007911610312858705,0.007911610303814215,10
0.651563733307679,0.46565297450272702395,0.38652363,0.43567468653560526,0.581244645921681,0.5812486897162441,0.83997,0.384,0.035496921328937975,0.14011323557712609955,0.20561360666146464,0.16345470048927319,0.06693880884295153,0.06693671639494349,10
0.5731143491441472,0.7369808137435219786,0.41305104,0.4117337596214569,0.6113994924039264,0.6114000944037283,0.8378,0.386,0.07005849376898643,0.010164508317418410183,0.1804116798871583,0.18153244119030645,0.051257189839759756,0.051256917254000715,10
0.6712010713025552,1.036632898472809039,0.4007884,0.4265035746168104,0.6117548386743515,0.611758215068475,0.83737,0.405,0.027612112864456462,0.03970570270778504829,0.19060349643001417,0.16881121950716008,0.05090220101999836,0.050900677499988646,10
0.6615722261450674,1.0342500263500207236,0.4247948,0.41945333607003915,0.6265633055873523,0.6265671237789969,0.83938,0.422,0.03161560444324686,0.03797432716965779692,0.171880893756297,0.17633840307934628,0.045290945420726286,0.04528932028545598,10
0.9789182639960241,0.7051044098886106726,0.44300666,0.48505420381414194,0.6793406460287792,0.6793338548076149,0.84119,0.396,0.018969074703358513,0.018519287835965049516,0.1585499686583251,0.12683270532493504,0.026195213380901528,0.026197411736538452,10
0.6025891163180097,1.1639153832586506265,0.40901428,0.45473207766292495,0.7465597730357669,0.7465597731048174,0.84045,0.403,0.05657779998597733,0.10462985416666566174,0.18613677651343544,0.1487783156120299,0.008815374719395206,0.008815374706428883,10
